cell,nuclide,score,mean,std. dev.
10,Li6,"(n,Xt)",0.9655129400550342,0.010792978185195649
10,Li7,"(n,Xt)",0.0873878601455507,0.0014074319674111822
6,Li6,"(n,Xt)",0.0751912233679705,0.001549159369452973
6,Li7,"(n,Xt)",0.01898864930207034,0.00017460339127468942
