cell,nuclide,score,mean,std. dev.
40,Li6,"(n,Xt)",1.0023488638898508,0.02716891110337293
40,Li7,"(n,Xt)",0.07423170314061475,0.002445805459825154
37,Li6,"(n,Xt)",0.11992729930563453,0.010586534452828967
37,Li7,"(n,Xt)",0.015538901350497342,0.000518984980317506
