cell,nuclide,score,mean,std. dev.
40,Li6,"(n,Xt)",0.8923786286415257,0.10476101376444533
40,Li7,"(n,Xt)",0.06618846182380811,0.007014245353565882
37,Li6,"(n,Xt)",0.10940820690793762,0.017750253758058155
37,Li7,"(n,Xt)",0.01572259707305415,0.0009325830186452289
