mesh 1,mesh 1,mesh 1,energy low [eV],energy high [eV],particle,nuclide,score,mean,std. dev.
x,y,z,,,,,,,
24,1,14,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
24,1,14,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
1,1,15,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
1,1,15,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
1,1,15,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
1,1,15,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
1,1,15,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
2,1,15,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
2,1,15,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
2,1,15,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
2,1,15,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
2,1,15,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
3,1,15,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
3,1,15,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
3,1,15,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
3,1,15,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
3,1,15,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
4,1,15,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
4,1,15,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
4,1,15,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
4,1,15,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
4,1,15,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
5,1,15,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
5,1,15,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
5,1,15,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
5,1,15,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
5,1,15,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
6,1,15,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
6,1,15,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
6,1,15,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
6,1,15,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
6,1,15,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
7,1,15,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
7,1,15,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
7,1,15,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
7,1,15,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
7,1,15,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
8,1,15,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
8,1,15,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
8,1,15,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
8,1,15,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
8,1,15,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
9,1,15,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
9,1,15,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
9,1,15,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
9,1,15,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
9,1,15,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
10,1,15,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
10,1,15,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
10,1,15,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
10,1,15,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
10,1,15,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
11,1,15,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
11,1,15,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
11,1,15,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
11,1,15,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
11,1,15,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
12,1,15,1.0,28.853998118144272,neutron,total,flux,0.0010866997606278806,0.0010866997606278808
12,1,15,28.853998118144272,832.5532074018732,neutron,total,flux,0.0051787425052751655,0.0051787425052751655
12,1,15,832.5532074018732,24022.488679628626,neutron,total,flux,0.0017110212669102895,0.0017110212669102893
12,1,15,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
12,1,15,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
13,1,15,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
13,1,15,28.853998118144272,832.5532074018732,neutron,total,flux,0.0004919043342715627,0.0004919043342715627
13,1,15,832.5532074018732,24022.488679628626,neutron,total,flux,0.0007065180154199436,0.0007065180154199437
13,1,15,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
13,1,15,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
14,1,15,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
14,1,15,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
14,1,15,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
14,1,15,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
14,1,15,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
15,1,15,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
15,1,15,28.853998118144272,832.5532074018732,neutron,total,flux,0.00030505287785857494,0.00030505287785857494
15,1,15,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
15,1,15,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
15,1,15,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
16,1,15,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
16,1,15,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
16,1,15,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
16,1,15,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
16,1,15,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
17,1,15,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
17,1,15,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
17,1,15,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
17,1,15,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
17,1,15,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
18,1,15,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
18,1,15,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
18,1,15,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
18,1,15,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
18,1,15,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
19,1,15,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
19,1,15,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
19,1,15,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
19,1,15,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
19,1,15,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
20,1,15,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
20,1,15,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
20,1,15,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
20,1,15,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
20,1,15,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
21,1,15,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
21,1,15,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
21,1,15,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
21,1,15,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
21,1,15,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
22,1,15,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
22,1,15,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
22,1,15,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
22,1,15,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
22,1,15,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
23,1,15,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
23,1,15,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
23,1,15,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
23,1,15,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
23,1,15,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
24,1,15,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
24,1,15,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
24,1,15,832.5532074018732,24022.488679628626,neutron,total,flux,0.0038378410480599404,0.0038378410480599404
24,1,15,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
24,1,15,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
1,1,16,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
1,1,16,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
1,1,16,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
1,1,16,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
1,1,16,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
2,1,16,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
2,1,16,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
2,1,16,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
2,1,16,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
2,1,16,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
3,1,16,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
3,1,16,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
3,1,16,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
3,1,16,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
3,1,16,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
4,1,16,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
4,1,16,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
4,1,16,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
4,1,16,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
4,1,16,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
5,1,16,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
5,1,16,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
5,1,16,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
5,1,16,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
5,1,16,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
6,1,16,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
6,1,16,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
6,1,16,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
6,1,16,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
6,1,16,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
7,1,16,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
7,1,16,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
7,1,16,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
7,1,16,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
7,1,16,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
8,1,16,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
8,1,16,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
8,1,16,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
8,1,16,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
8,1,16,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
9,1,16,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
9,1,16,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
9,1,16,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
9,1,16,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
9,1,16,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
10,1,16,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
10,1,16,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
10,1,16,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
10,1,16,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
10,1,16,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
11,1,16,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
11,1,16,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
11,1,16,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
11,1,16,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
11,1,16,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
12,1,16,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
12,1,16,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
12,1,16,832.5532074018732,24022.488679628626,neutron,total,flux,0.0006877533793716303,0.0006877533793716302
12,1,16,24022.488679628626,693144.8431551465,neutron,total,flux,0.0004972357964396006,0.0004972357964396006
12,1,16,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
13,1,16,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
13,1,16,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
13,1,16,832.5532074018732,24022.488679628626,neutron,total,flux,0.0008117799368841142,0.0006618864416938459
13,1,16,24022.488679628626,693144.8431551465,neutron,total,flux,0.00014408798232758662,0.0001440879823275866
13,1,16,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
14,1,16,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
14,1,16,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
14,1,16,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
14,1,16,24022.488679628626,693144.8431551465,neutron,total,flux,9.437058765183566e-05,9.437058765183566e-05
14,1,16,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
15,1,16,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
15,1,16,28.853998118144272,832.5532074018732,neutron,total,flux,0.0015417334547088504,0.0010473379126384043
15,1,16,832.5532074018732,24022.488679628626,neutron,total,flux,0.008183354087730462,0.006741364718618083
15,1,16,24022.488679628626,693144.8431551465,neutron,total,flux,0.0012502458698921371,0.0012502458698921371
15,1,16,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
16,1,16,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
16,1,16,28.853998118144272,832.5532074018732,neutron,total,flux,0.0006089738713816049,0.0006089738713816049
16,1,16,832.5532074018732,24022.488679628626,neutron,total,flux,0.01031345151770981,0.006483532425552996
16,1,16,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
16,1,16,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
17,1,16,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
17,1,16,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
17,1,16,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
17,1,16,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
17,1,16,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
18,1,16,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
18,1,16,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
18,1,16,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
18,1,16,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
18,1,16,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
19,1,16,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
19,1,16,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
19,1,16,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
19,1,16,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
19,1,16,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
20,1,16,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
20,1,16,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
20,1,16,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
20,1,16,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
20,1,16,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
21,1,16,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
21,1,16,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
21,1,16,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
21,1,16,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
21,1,16,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
22,1,16,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
22,1,16,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
22,1,16,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
22,1,16,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
22,1,16,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
23,1,16,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
23,1,16,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
23,1,16,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
23,1,16,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
23,1,16,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
24,1,16,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
24,1,16,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
24,1,16,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
24,1,16,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
24,1,16,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
1,1,17,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
1,1,17,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
1,1,17,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
1,1,17,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
1,1,17,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
2,1,17,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
2,1,17,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
2,1,17,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
2,1,17,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
2,1,17,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
3,1,17,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
3,1,17,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
3,1,17,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
3,1,17,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
3,1,17,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
4,1,17,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
4,1,17,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
4,1,17,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
4,1,17,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
4,1,17,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
5,1,17,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
5,1,17,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
5,1,17,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
5,1,17,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
5,1,17,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
6,1,17,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
6,1,17,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
6,1,17,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
6,1,17,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
6,1,17,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
7,1,17,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
7,1,17,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
7,1,17,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
7,1,17,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
7,1,17,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
8,1,17,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
8,1,17,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
8,1,17,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
8,1,17,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
8,1,17,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
9,1,17,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
9,1,17,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
9,1,17,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
9,1,17,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
9,1,17,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
10,1,17,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
10,1,17,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
10,1,17,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
10,1,17,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
10,1,17,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
11,1,17,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
11,1,17,28.853998118144272,832.5532074018732,neutron,total,flux,0.004287783027546973,0.004287783027546974
11,1,17,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
11,1,17,24022.488679628626,693144.8431551465,neutron,total,flux,0.0020376449938945304,0.0020376449938945304
11,1,17,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
12,1,17,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
12,1,17,28.853998118144272,832.5532074018732,neutron,total,flux,0.007020556553574174,0.0043732093836521945
12,1,17,832.5532074018732,24022.488679628626,neutron,total,flux,0.02277075867143713,0.009554438573966042
12,1,17,24022.488679628626,693144.8431551465,neutron,total,flux,0.01233851150196071,0.005853515392488034
12,1,17,693144.8431551465,20000000.000000004,neutron,total,flux,0.005379743334538151,0.005016511309212055
13,1,17,1.0,28.853998118144272,neutron,total,flux,0.002076415650707679,0.002076415650707679
13,1,17,28.853998118144272,832.5532074018732,neutron,total,flux,0.011963370072603615,0.005100983134589159
13,1,17,832.5532074018732,24022.488679628626,neutron,total,flux,0.013186689135445472,0.008105270674327038
13,1,17,24022.488679628626,693144.8431551465,neutron,total,flux,0.006812547824174291,0.0059792120076999815
13,1,17,693144.8431551465,20000000.000000004,neutron,total,flux,0.00698224539066407,0.0040343187011624565
14,1,17,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
14,1,17,28.853998118144272,832.5532074018732,neutron,total,flux,0.015677286360971664,0.007783032449792974
14,1,17,832.5532074018732,24022.488679628626,neutron,total,flux,0.013637881506622424,0.006099991301976904
14,1,17,24022.488679628626,693144.8431551465,neutron,total,flux,0.02188690826059475,0.013001019415419235
14,1,17,693144.8431551465,20000000.000000004,neutron,total,flux,0.006261703829946036,0.005101511751301265
15,1,17,1.0,28.853998118144272,neutron,total,flux,0.0003555539769973585,0.0003555539769973585
15,1,17,28.853998118144272,832.5532074018732,neutron,total,flux,0.02229896597061594,0.009867754941326641
15,1,17,832.5532074018732,24022.488679628626,neutron,total,flux,0.021945764750672843,0.008079650519198274
15,1,17,24022.488679628626,693144.8431551465,neutron,total,flux,0.0033206868857064697,0.002115798991736092
15,1,17,693144.8431551465,20000000.000000004,neutron,total,flux,0.0007307602349295794,0.0007307602349295794
16,1,17,1.0,28.853998118144272,neutron,total,flux,0.0009608523181838264,0.0009608523181838264
16,1,17,28.853998118144272,832.5532074018732,neutron,total,flux,0.022809777461019375,0.008901772700377321
16,1,17,832.5532074018732,24022.488679628626,neutron,total,flux,0.010444611727358777,0.0048069665798006105
16,1,17,24022.488679628626,693144.8431551465,neutron,total,flux,0.0007515373515318015,0.0007515373515318015
16,1,17,693144.8431551465,20000000.000000004,neutron,total,flux,0.0035751990297350606,0.0035751990297350606
17,1,17,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
17,1,17,28.853998118144272,832.5532074018732,neutron,total,flux,0.0019485685811720457,0.0013496147023870073
17,1,17,832.5532074018732,24022.488679628626,neutron,total,flux,0.001975462689708937,0.001975462689708937
17,1,17,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
17,1,17,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
18,1,17,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
18,1,17,28.853998118144272,832.5532074018732,neutron,total,flux,0.0012738054198910373,0.0012738054198910373
18,1,17,832.5532074018732,24022.488679628626,neutron,total,flux,0.0021260069269202725,0.0021260069269202725
18,1,17,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
18,1,17,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
19,1,17,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
19,1,17,28.853998118144272,832.5532074018732,neutron,total,flux,0.002425133437179858,0.002425133437179858
19,1,17,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
19,1,17,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
19,1,17,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
20,1,17,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
20,1,17,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
20,1,17,832.5532074018732,24022.488679628626,neutron,total,flux,0.0027915454088130753,0.0027915454088130753
20,1,17,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
20,1,17,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
21,1,17,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
21,1,17,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
21,1,17,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
21,1,17,24022.488679628626,693144.8431551465,neutron,total,flux,0.0,0.0
21,1,17,693144.8431551465,20000000.000000004,neutron,total,flux,0.0,0.0
22,1,17,1.0,28.853998118144272,neutron,total,flux,0.0,0.0
22,1,17,28.853998118144272,832.5532074018732,neutron,total,flux,0.0,0.0
22,1,17,832.5532074018732,24022.488679628626,neutron,total,flux,0.0,0.0
