cell,nuclide,score,mean,std. dev.
30,Li6,"(n,Xt)",1.0806691773427022,0.17387536061765096
30,Li7,"(n,Xt)",0.07402702313423956,0.0065719695252146205
27,Li6,"(n,Xt)",0.09809668966846448,0.0165135188939081
27,Li7,"(n,Xt)",0.01761687582607499,0.0010453409254483378
