cell,nuclide,score,mean,std. dev.
60,Li6,"(n,Xt)",0.967508515889927,0.12145892797152867
60,Li7,"(n,Xt)",0.02207786322279357,0.002379362797017834
57,Li6,"(n,Xt)",0.14352992990469865,0.019990672830968705
57,Li7,"(n,Xt)",0.005126477777115676,0.0003476980755763614
