cell,nuclide,score,mean,std. dev.
20,Li6,"(n,Xt)",0.9971115831317124,0.001077578307370959
20,Li7,"(n,Xt)",0.08572810869527797,0.00011119155822171184
17,Li6,"(n,Xt)",0.07723744297119932,9.671090872491216e-05
17,Li7,"(n,Xt)",0.019037847002805072,2.1838132483211914e-05
