cell,nuclide,score,mean,std. dev.
10,Li6,"(n,Xt)",0.296703661859656,0.02179939424587199
10,Li7,"(n,Xt)",0.10015212561985525,0.003172098774357353
6,Li6,"(n,Xt)",0.0007144840238664397,5.1020112140149423e-05
6,Li7,"(n,Xt)",0.020508275527166882,0.0007668864403310884
