cell,nuclide,score,mean,std. dev.
30,Li6,"(n,Xt)",0.9982590735040857,0.030483025748379137
30,Li7,"(n,Xt)",0.08461693530563998,0.002902556995820009
27,Li6,"(n,Xt)",0.09508957556642492,0.006868490456329284
27,Li7,"(n,Xt)",0.017615071636093122,0.0006350480669182084
