cell,nuclide,score,mean,std. dev.
70,Li6,"(n,Xt)",0.9185954445304241,0.1099587556964749
70,Li7,"(n,Xt)",8.34001937176682e-06,7.549313368990217e-07
67,Li6,"(n,Xt)",0.21650407235129504,0.0388382643242527
67,Li7,"(n,Xt)",2.06267045793746e-06,1.3987517037050882e-07
