cell,nuclide,score,mean,std. dev.
10,Li6,"(n,Xt)",0.3802005103712875,0.04136185230211855
10,Li7,"(n,Xt)",0.08941912679478926,0.008099637723863976
6,Li6,"(n,Xt)",0.0006416845682973911,0.00019188248768044382
6,Li7,"(n,Xt)",0.020651145186680202,0.001234857889101451
