,mesh 2 x,mesh 2 y,mesh 2 z,energy low [eV],energy high [eV],particle,nuclide,score,mean,std. dev.
55,19,1,1,10000000.0,14000000.0,neutron,total,flux,0.002663676694572788,3.987507605437816e-05
56,19,1,1,14000000.0,20000000.0,neutron,total,flux,0.0014195097940421077,2.015664138447374e-05
57,20,1,1,1.0,10000000.0,neutron,total,flux,0.043892457912846225,0.0002507840447033358
58,20,1,1,10000000.0,14000000.0,neutron,total,flux,0.002384491011463693,4.194990327703699e-05
59,20,1,1,14000000.0,20000000.0,neutron,total,flux,0.0010817241146242058,1.8023355830992855e-05
60,21,1,1,1.0,10000000.0,neutron,total,flux,0.0399563255458026,0.00023296824265134027
61,21,1,1,10000000.0,14000000.0,neutron,total,flux,0.0021017971954785685,2.05286544633952e-05
62,21,1,1,14000000.0,20000000.0,neutron,total,flux,0.0008318836267298659,1.5110544548610422e-05
63,22,1,1,1.0,10000000.0,neutron,total,flux,0.03599256768552624,0.0002706279811718952
64,22,1,1,10000000.0,14000000.0,neutron,total,flux,0.0018608119697671773,3.0122892231390537e-05
65,22,1,1,14000000.0,20000000.0,neutron,total,flux,0.0006349959449647998,1.1199570723805457e-05
66,23,1,1,1.0,10000000.0,neutron,total,flux,0.03246051083104076,0.0002888816288506222
67,23,1,1,10000000.0,14000000.0,neutron,total,flux,0.0015915738600301341,3.1803038736263255e-05
68,23,1,1,14000000.0,20000000.0,neutron,total,flux,0.00048449331541373827,1.0405355669419053e-05
69,24,1,1,1.0,10000000.0,neutron,total,flux,0.0289441390314538,0.00023638324386592586
70,24,1,1,10000000.0,14000000.0,neutron,total,flux,0.0013509741527919156,1.6789391131775085e-05
71,24,1,1,14000000.0,20000000.0,neutron,total,flux,0.0003734290145039941,9.55851846299611e-06
72,25,1,1,1.0,10000000.0,neutron,total,flux,0.025832434776477165,0.0002409287863502691
73,25,1,1,10000000.0,14000000.0,neutron,total,flux,0.0011493517904805684,2.4817130961773767e-05
74,25,1,1,14000000.0,20000000.0,neutron,total,flux,0.0002931051616336274,6.3088227564810465e-06
75,26,1,1,1.0,10000000.0,neutron,total,flux,0.023018731485204613,0.00022467085891787812
76,26,1,1,10000000.0,14000000.0,neutron,total,flux,0.0009633260748234705,1.526807881140992e-05
77,26,1,1,14000000.0,20000000.0,neutron,total,flux,0.0002237433110720557,5.265724236076762e-06
78,27,1,1,1.0,10000000.0,neutron,total,flux,0.020497156846304588,0.000224595881507987
79,27,1,1,10000000.0,14000000.0,neutron,total,flux,0.0008148183783082318,1.5064207444093824e-05
80,27,1,1,14000000.0,20000000.0,neutron,total,flux,0.00017062594774738056,4.543000040202915e-06
81,28,1,1,1.0,10000000.0,neutron,total,flux,0.018148189524300466,0.00017548166456253476
82,28,1,1,10000000.0,14000000.0,neutron,total,flux,0.0006815509314292167,1.6465729561167964e-05
83,28,1,1,14000000.0,20000000.0,neutron,total,flux,0.00013273796911979346,4.698122039290849e-06
84,29,1,1,1.0,10000000.0,neutron,total,flux,0.016004485473442683,0.00021777176509616886
85,29,1,1,10000000.0,14000000.0,neutron,total,flux,0.0005788816854958333,1.0017900254896532e-05
86,29,1,1,14000000.0,20000000.0,neutron,total,flux,0.00010143866250579746,4.637355584296938e-06
87,30,1,1,1.0,10000000.0,neutron,total,flux,0.01417383943313823,0.0002550960128674514
88,30,1,1,10000000.0,14000000.0,neutron,total,flux,0.0004909890217469876,1.4592464789501071e-05
89,30,1,1,14000000.0,20000000.0,neutron,total,flux,7.736964666104227e-05,2.58148534955789e-06
90,31,1,1,1.0,10000000.0,neutron,total,flux,0.012445433787951463,0.00015951195690655848
91,31,1,1,10000000.0,14000000.0,neutron,total,flux,0.00041999184128671253,1.0403390375003306e-05
92,31,1,1,14000000.0,20000000.0,neutron,total,flux,5.9236408686711114e-05,1.670192653827936e-06
93,32,1,1,1.0,10000000.0,neutron,total,flux,0.010887110166469793,0.00012247074273248599
94,32,1,1,10000000.0,14000000.0,neutron,total,flux,0.0003510886155823654,9.509602529723316e-06
95,32,1,1,14000000.0,20000000.0,neutron,total,flux,4.7894904704906394e-05,1.4525753501888092e-06
96,33,1,1,1.0,10000000.0,neutron,total,flux,0.009604406480246077,0.00011776641255566054
97,33,1,1,10000000.0,14000000.0,neutron,total,flux,0.0003043418533017803,1.0928615983049791e-05
98,33,1,1,14000000.0,20000000.0,neutron,total,flux,3.767570398767953e-05,1.5219849335502145e-06
99,34,1,1,1.0,10000000.0,neutron,total,flux,0.00820640187715284,7.121989578041856e-05
100,34,1,1,10000000.0,14000000.0,neutron,total,flux,0.0002589197131411929,1.2700162803008108e-05
101,34,1,1,14000000.0,20000000.0,neutron,total,flux,2.8685912334020967e-05,1.5635534397074484e-06
102,35,1,1,1.0,10000000.0,neutron,total,flux,0.007136814353278556,5.001043314139234e-05
103,35,1,1,10000000.0,14000000.0,neutron,total,flux,0.00021464466032622195,8.575005741629887e-06
104,35,1,1,14000000.0,20000000.0,neutron,total,flux,2.249678220295846e-05,1.5701927638162142e-06
105,36,1,1,1.0,10000000.0,neutron,total,flux,0.006189881532371062,5.327052041361064e-05
106,36,1,1,10000000.0,14000000.0,neutron,total,flux,0.0001789811541246647,6.372006213613392e-06
107,36,1,1,14000000.0,20000000.0,neutron,total,flux,1.7785073140445862e-05,1.4640516382904857e-06
108,37,1,1,1.0,10000000.0,neutron,total,flux,0.005377759320599425,7.613379888268773e-05
109,37,1,1,10000000.0,14000000.0,neutron,total,flux,0.00014271658545055013,7.110575015354452e-06
110,37,1,1,14000000.0,20000000.0,neutron,total,flux,1.2954662883666654e-05,1.3009910261622108e-06
111,38,1,1,1.0,10000000.0,neutron,total,flux,0.004723629372128929,4.8359226306199985e-05
112,38,1,1,10000000.0,14000000.0,neutron,total,flux,0.00011747667303932371,7.488722454796156e-06
113,38,1,1,14000000.0,20000000.0,neutron,total,flux,9.480521100665828e-06,1.3441984424998835e-06
114,39,1,1,1.0,10000000.0,neutron,total,flux,0.004078804097720168,7.334465437493919e-05
115,39,1,1,10000000.0,14000000.0,neutron,total,flux,0.00010175353186440069,5.069521590029127e-06
116,39,1,1,14000000.0,20000000.0,neutron,total,flux,7.247341055051878e-06,1.2276962114670125e-06
117,40,1,1,1.0,10000000.0,neutron,total,flux,0.003445239212756356,6.843296481578011e-05
118,40,1,1,10000000.0,14000000.0,neutron,total,flux,8.315181988991211e-05,3.6411126791377044e-06
119,40,1,1,14000000.0,20000000.0,neutron,total,flux,5.8928558958498414e-06,1.0558882832958818e-06
120,41,1,1,1.0,10000000.0,neutron,total,flux,0.002977802033759699,5.737887232423863e-05
121,41,1,1,10000000.0,14000000.0,neutron,total,flux,6.842401203370168e-05,4.080225164715295e-06
122,41,1,1,14000000.0,20000000.0,neutron,total,flux,4.381705837150537e-06,8.416381938705865e-07
123,42,1,1,1.0,10000000.0,neutron,total,flux,0.0025623696502345547,7.020235834929534e-05
124,42,1,1,10000000.0,14000000.0,neutron,total,flux,5.4737308126227605e-05,3.5590156964247924e-06
125,42,1,1,14000000.0,20000000.0,neutron,total,flux,2.7543451249745955e-06,8.484693957549511e-07
126,43,1,1,1.0,10000000.0,neutron,total,flux,0.0022382316186755217,7.123326105601734e-05
127,43,1,1,10000000.0,14000000.0,neutron,total,flux,4.9459217016993746e-05,2.3525856989809795e-06
128,43,1,1,14000000.0,20000000.0,neutron,total,flux,2.289540940885076e-06,8.173468086059413e-07
129,44,1,1,1.0,10000000.0,neutron,total,flux,0.0019159473797055455,5.234597959103066e-05
130,44,1,1,10000000.0,14000000.0,neutron,total,flux,3.6538323137381004e-05,3.092822542224585e-06
131,44,1,1,14000000.0,20000000.0,neutron,total,flux,1.8361772514849622e-06,7.11857636343679e-07
132,45,1,1,1.0,10000000.0,neutron,total,flux,0.0016452404061917127,3.944734584525942e-05
133,45,1,1,10000000.0,14000000.0,neutron,total,flux,3.2982027521919175e-05,2.7640879230955172e-06
134,45,1,1,14000000.0,20000000.0,neutron,total,flux,1.5164039314642231e-06,6.325956010991226e-07
135,46,1,1,1.0,10000000.0,neutron,total,flux,0.0014130681317568881,3.3930448018556047e-05
136,46,1,1,10000000.0,14000000.0,neutron,total,flux,2.854739174535744e-05,3.036197427959717e-06
137,46,1,1,14000000.0,20000000.0,neutron,total,flux,1.1583620141408045e-06,6.226855630148866e-07
138,47,1,1,1.0,10000000.0,neutron,total,flux,0.0012264226878419037,3.8857423684668496e-05
139,47,1,1,10000000.0,14000000.0,neutron,total,flux,2.4386419663489316e-05,2.680943545203509e-06
140,47,1,1,14000000.0,20000000.0,neutron,total,flux,8.802907148352028e-07,5.038697511960199e-07
141,48,1,1,1.0,10000000.0,neutron,total,flux,0.0010146555942427162,2.59333730348392e-05
142,48,1,1,10000000.0,14000000.0,neutron,total,flux,1.861197035252068e-05,2.6625904968804094e-06
143,48,1,1,14000000.0,20000000.0,neutron,total,flux,8.211140108581384e-07,4.5482912409581393e-07
144,49,1,1,1.0,10000000.0,neutron,total,flux,0.0008440983448632922,2.1235948829904978e-05
145,49,1,1,10000000.0,14000000.0,neutron,total,flux,1.6503786371768647e-05,2.683963799199607e-06
146,49,1,1,14000000.0,20000000.0,neutron,total,flux,6.451532244835425e-07,4.2264479638550795e-07
147,50,1,1,1.0,10000000.0,neutron,total,flux,0.0007386320515498986,2.9362131022577978e-05
148,50,1,1,10000000.0,14000000.0,neutron,total,flux,1.0668950523726305e-05,1.725066028524959e-06
149,50,1,1,14000000.0,20000000.0,neutron,total,flux,4.1236587291305116e-07,4.123658729130511e-07
150,51,1,1,1.0,10000000.0,neutron,total,flux,0.0006235205309086096,3.20619090222338e-05
151,51,1,1,10000000.0,14000000.0,neutron,total,flux,8.353288052744136e-06,2.0750712263864184e-06
152,51,1,1,14000000.0,20000000.0,neutron,total,flux,4.123400570542964e-07,4.123400570542964e-07
153,52,1,1,1.0,10000000.0,neutron,total,flux,0.0005271238175915099,2.7320799928613193e-05
154,52,1,1,10000000.0,14000000.0,neutron,total,flux,7.093145356102775e-06,1.9759226854056615e-06
155,52,1,1,14000000.0,20000000.0,neutron,total,flux,4.123145063796145e-07,4.123145063796145e-07
156,53,1,1,1.0,10000000.0,neutron,total,flux,0.0004316699113859364,2.9903821953201247e-05
157,53,1,1,10000000.0,14000000.0,neutron,total,flux,5.213996465202004e-06,1.35425490563972e-06
158,53,1,1,14000000.0,20000000.0,neutron,total,flux,3.2235242408893155e-07,3.2235242408893155e-07
159,54,1,1,1.0,10000000.0,neutron,total,flux,0.0003499847733783287,2.637072632596675e-05
160,54,1,1,10000000.0,14000000.0,neutron,total,flux,4.7726489896408935e-06,1.19047456918611e-06
161,54,1,1,14000000.0,20000000.0,neutron,total,flux,1.525827872901754e-07,1.525827872901754e-07
162,55,1,1,1.0,10000000.0,neutron,total,flux,0.00030277815488704077,2.7822770280369476e-05
163,55,1,1,10000000.0,14000000.0,neutron,total,flux,3.526478725737388e-06,1.0581653634926245e-06
164,55,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
165,56,1,1,1.0,10000000.0,neutron,total,flux,0.0002708708558874452,2.240126540823036e-05
166,56,1,1,10000000.0,14000000.0,neutron,total,flux,2.711450689237974e-06,9.423067434057456e-07
167,56,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
168,57,1,1,1.0,10000000.0,neutron,total,flux,0.00020043785307765992,2.0216327557521513e-05
169,57,1,1,10000000.0,14000000.0,neutron,total,flux,2.809345986777528e-06,1.2689274743022798e-06
170,57,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
171,58,1,1,1.0,10000000.0,neutron,total,flux,0.00016050126721889603,1.8483437203590238e-05
172,58,1,1,10000000.0,14000000.0,neutron,total,flux,1.9862607280589795e-06,9.237825064843062e-07
173,58,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
174,59,1,1,1.0,10000000.0,neutron,total,flux,0.00012800004722866734,1.3448360458198553e-05
175,59,1,1,10000000.0,14000000.0,neutron,total,flux,1.6336840874086694e-06,6.890451345346058e-07
176,59,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
177,60,1,1,1.0,10000000.0,neutron,total,flux,7.225468537208294e-05,1.0997510134405189e-05
178,60,1,1,10000000.0,14000000.0,neutron,total,flux,6.380770872907178e-07,4.3119560686753045e-07
179,60,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
180,61,1,1,1.0,10000000.0,neutron,total,flux,3.5805941360170485e-05,3.9235917408686375e-06
181,61,1,1,10000000.0,14000000.0,neutron,total,flux,0.0,0.0
182,61,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
183,62,1,1,1.0,10000000.0,neutron,total,flux,2.7552564163855487e-05,2.203041033935667e-06
184,62,1,1,10000000.0,14000000.0,neutron,total,flux,0.0,0.0
185,62,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
186,63,1,1,1.0,10000000.0,neutron,total,flux,2.828618358668649e-05,2.0821709018419744e-06
187,63,1,1,10000000.0,14000000.0,neutron,total,flux,0.0,0.0
188,63,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
189,64,1,1,1.0,10000000.0,neutron,total,flux,2.673963305585544e-05,2.250574522286875e-06
190,64,1,1,10000000.0,14000000.0,neutron,total,flux,0.0,0.0
191,64,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
192,65,1,1,1.0,10000000.0,neutron,total,flux,2.6988579707637694e-05,2.1744887162383735e-06
193,65,1,1,10000000.0,14000000.0,neutron,total,flux,0.0,0.0
194,65,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
195,66,1,1,1.0,10000000.0,neutron,total,flux,2.686023431834385e-05,2.4368879218001637e-06
196,66,1,1,10000000.0,14000000.0,neutron,total,flux,0.0,0.0
197,66,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
198,67,1,1,1.0,10000000.0,neutron,total,flux,2.6708943013120007e-05,2.57519870080049e-06
199,67,1,1,10000000.0,14000000.0,neutron,total,flux,0.0,0.0
200,67,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
201,68,1,1,1.0,10000000.0,neutron,total,flux,2.6039524566681768e-05,2.362047582187244e-06
202,68,1,1,10000000.0,14000000.0,neutron,total,flux,0.0,0.0
203,68,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
204,69,1,1,1.0,10000000.0,neutron,total,flux,2.5345014181915518e-05,2.016020452476789e-06
205,69,1,1,10000000.0,14000000.0,neutron,total,flux,1.6501815373648281e-07,1.6501815373648281e-07
206,69,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
207,70,1,1,1.0,10000000.0,neutron,total,flux,2.504739503643153e-05,1.9038734598237328e-06
208,70,1,1,10000000.0,14000000.0,neutron,total,flux,2.3962965506536978e-08,2.3962965506536978e-08
209,70,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
210,71,1,1,1.0,10000000.0,neutron,total,flux,2.402530941363966e-05,1.1527961156437923e-06
211,71,1,1,10000000.0,14000000.0,neutron,total,flux,0.0,0.0
212,71,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
213,72,1,1,1.0,10000000.0,neutron,total,flux,2.357981836382717e-05,1.612848126507609e-06
214,72,1,1,10000000.0,14000000.0,neutron,total,flux,0.0,0.0
215,72,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
216,73,1,1,1.0,10000000.0,neutron,total,flux,2.267482124732652e-05,1.4745107248185726e-06
217,73,1,1,10000000.0,14000000.0,neutron,total,flux,1.294412985045802e-07,1.294412985045802e-07
218,73,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
219,74,1,1,1.0,10000000.0,neutron,total,flux,2.3169338306553705e-05,1.836050766417184e-06
220,74,1,1,10000000.0,14000000.0,neutron,total,flux,2.69365045497875e-07,2.69365045497875e-07
221,74,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
222,75,1,1,1.0,10000000.0,neutron,total,flux,2.27740163493435e-05,1.8326021516900944e-06
223,75,1,1,10000000.0,14000000.0,neutron,total,flux,2.6907203705192147e-07,2.6907203705192147e-07
224,75,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
225,76,1,1,1.0,10000000.0,neutron,total,flux,2.2158587423796255e-05,1.849794207541693e-06
226,76,1,1,10000000.0,14000000.0,neutron,total,flux,2.687826867437478e-07,2.687826867437478e-07
227,76,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
228,77,1,1,1.0,10000000.0,neutron,total,flux,2.1751966528187863e-05,1.8813605228574288e-06
229,77,1,1,10000000.0,14000000.0,neutron,total,flux,2.6849693009424966e-07,2.6849693009424966e-07
230,77,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
231,78,1,1,1.0,10000000.0,neutron,total,flux,2.183561505715567e-05,1.6377380519548806e-06
232,78,1,1,10000000.0,14000000.0,neutron,total,flux,2.682147041122447e-07,2.6821470411224463e-07
233,78,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
234,79,1,1,1.0,10000000.0,neutron,total,flux,2.3190818234606182e-05,1.645137290299651e-06
235,79,1,1,10000000.0,14000000.0,neutron,total,flux,4.394116895478659e-07,3.0163506047042507e-07
236,79,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
237,80,1,1,1.0,10000000.0,neutron,total,flux,2.3857993907031403e-05,1.7244000867416805e-06
238,80,1,1,10000000.0,14000000.0,neutron,total,flux,6.598550206361493e-07,4.4958968417101083e-07
239,80,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
240,81,1,1,1.0,10000000.0,neutron,total,flux,2.3543610787168338e-05,1.7890920301567496e-06
241,81,1,1,10000000.0,14000000.0,neutron,total,flux,7.485587007819971e-07,4.420679986865205e-07
242,81,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
243,82,1,1,1.0,10000000.0,neutron,total,flux,2.2544519094956824e-05,1.66501017106227e-06
244,82,1,1,10000000.0,14000000.0,neutron,total,flux,8.902674645871172e-07,4.6892141509074676e-07
245,82,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
246,83,1,1,1.0,10000000.0,neutron,total,flux,2.3005418736647306e-05,2.162883000209629e-06
247,83,1,1,10000000.0,14000000.0,neutron,total,flux,8.878884359818981e-07,4.673288309731111e-07
248,83,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
249,84,1,1,1.0,10000000.0,neutron,total,flux,2.426744068840108e-05,1.9178319037496893e-06
250,84,1,1,10000000.0,14000000.0,neutron,total,flux,8.85564208050367e-07,4.6577745341297304e-07
251,84,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
252,85,1,1,1.0,10000000.0,neutron,total,flux,2.5037911326572722e-05,2.0940781442130596e-06
253,85,1,1,10000000.0,14000000.0,neutron,total,flux,5.200996880084001e-07,3.3253714999837954e-07
254,85,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
255,86,1,1,1.0,10000000.0,neutron,total,flux,2.4353002426817782e-05,1.8487282296324274e-06
256,86,1,1,10000000.0,14000000.0,neutron,total,flux,5.011834361998805e-07,3.3491875696707893e-07
257,86,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
258,87,1,1,1.0,10000000.0,neutron,total,flux,2.3826827173418694e-05,1.6713901365101305e-06
259,87,1,1,10000000.0,14000000.0,neutron,total,flux,5.008922032278858e-07,3.3471405610224387e-07
260,87,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
261,88,1,1,1.0,10000000.0,neutron,total,flux,2.3391588632674152e-05,1.9628284601140763e-06
262,88,1,1,10000000.0,14000000.0,neutron,total,flux,6.343222307052375e-07,3.2467494933266495e-07
263,88,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
264,89,1,1,1.0,10000000.0,neutron,total,flux,2.1735149046231325e-05,1.7342355516954873e-06
265,89,1,1,10000000.0,14000000.0,neutron,total,flux,4.5614465019189096e-07,3.0427138967370096e-07
266,89,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
267,90,1,1,1.0,10000000.0,neutron,total,flux,2.0888044748238085e-05,1.773334403434909e-06
268,90,1,1,10000000.0,14000000.0,neutron,total,flux,4.5607957472250003e-07,3.042277999947773e-07
269,90,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
270,91,1,1,1.0,10000000.0,neutron,total,flux,2.096676425063303e-05,1.6214183936657412e-06
271,91,1,1,10000000.0,14000000.0,neutron,total,flux,4.5601510380128025e-07,3.041846154293393e-07
272,91,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
273,92,1,1,1.0,10000000.0,neutron,total,flux,2.077517559448345e-05,1.6614630479692346e-06
274,92,1,1,10000000.0,14000000.0,neutron,total,flux,5.122864594549292e-07,3.4299170460600333e-07
275,92,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
276,93,1,1,1.0,10000000.0,neutron,total,flux,2.0286083255168935e-05,1.7143560857957147e-06
277,93,1,1,10000000.0,14000000.0,neutron,total,flux,7.92548464935544e-07,5.805848717440587e-07
278,93,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
279,94,1,1,1.0,10000000.0,neutron,total,flux,1.973428067499223e-05,1.8307049591370705e-06
280,94,1,1,10000000.0,14000000.0,neutron,total,flux,7.916213985841067e-07,5.797581903939269e-07
281,94,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
282,95,1,1,1.0,10000000.0,neutron,total,flux,1.9650138418616707e-05,1.6842922096691216e-06
283,95,1,1,10000000.0,14000000.0,neutron,total,flux,7.907090156179833e-07,5.789449260262965e-07
284,95,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
285,96,1,1,1.0,10000000.0,neutron,total,flux,1.92246160866257e-05,1.4135605254964928e-06
286,96,1,1,10000000.0,14000000.0,neutron,total,flux,7.898109689956301e-07,5.781447553177162e-07
287,96,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
288,97,1,1,1.0,10000000.0,neutron,total,flux,1.8387644603311943e-05,1.2100519028197196e-06
289,97,1,1,10000000.0,14000000.0,neutron,total,flux,7.889269227728164e-07,5.773573654304849e-07
290,97,1,1,14000000.0,20000000.0,neutron,total,flux,0.0,0.0
291,98,1,1,1.0,10000000.0,neutron,total,flux,1.8402898181810094e-05,1.3974348356524303e-06
