mesh 1,mesh 1,mesh 1,nuclide,score,mean,std. dev.
x,y,z,,,,
140,1,1,total,flux,7.167955838932882e-06,4.557058749447785e-06
140,1,1,total,"(n,Xt)",0.0,0.0
140,1,1,total,heating-local,0.0,0.0
140,1,1,total,absorption,6.906915022413192e-07,5.405740953243922e-07
141,1,1,total,flux,7.1160537575383235e-06,4.513022436674369e-06
141,1,1,total,"(n,Xt)",0.0,0.0
141,1,1,total,heating-local,0.0,0.0
141,1,1,total,absorption,6.86188510906962e-07,5.38370814034788e-07
142,1,1,total,flux,7.067652551166503e-06,4.472146575122316e-06
142,1,1,total,"(n,Xt)",0.0,0.0
142,1,1,total,heating-local,0.0,0.0
142,1,1,total,absorption,6.819448393070082e-07,5.362641405380084e-07
143,1,1,total,flux,7.022369462518878e-06,4.4340739170448756e-06
143,1,1,total,"(n,Xt)",0.0,0.0
143,1,1,total,heating-local,0.0,0.0
143,1,1,total,absorption,6.779346894245647e-07,5.342458916669242e-07
144,1,1,total,flux,8.114277923549037e-06,5.458855195110528e-06
144,1,1,total,"(n,Xt)",0.0,0.0
144,1,1,total,heating-local,0.0,0.0
144,1,1,total,absorption,6.741359622407899e-07,5.32309032895656e-07
145,1,1,total,flux,8.16145893802897e-06,5.507341753063124e-06
145,1,1,total,"(n,Xt)",0.0,0.0
145,1,1,total,heating-local,0.0,0.0
145,1,1,total,absorption,6.705295810983757e-07,5.304474581335494e-07
146,1,1,total,flux,7.4614785913202034e-06,4.851571584998889e-06
146,1,1,total,"(n,Xt)",0.0,0.0
146,1,1,total,heating-local,0.0,0.0
146,1,1,total,absorption,6.670989623133158e-07,5.28655820598113e-07
147,1,1,total,flux,6.86656045083012e-06,4.304374621634362e-06
147,1,1,total,"(n,Xt)",0.0,0.0
147,1,1,total,heating-local,0.0,0.0
147,1,1,total,absorption,6.638295964314373e-07,5.269294012591583e-07
148,1,1,total,flux,6.832803947094049e-06,4.276548749410134e-06
148,1,1,total,"(n,Xt)",0.0,0.0
148,1,1,total,heating-local,0.0,0.0
148,1,1,total,absorption,6.607087136550426e-07,5.252640052959602e-07
149,1,1,total,flux,6.800769640320054e-06,4.250235143784001e-06
149,1,1,total,"(n,Xt)",0.0,0.0
149,1,1,total,heating-local,0.0,0.0
149,1,1,total,absorption,6.577250140307634e-07,5.236558797065305e-07
150,1,1,total,flux,6.61484868073914e-06,4.083860374558456e-06
150,1,1,total,"(n,Xt)",0.0,0.0
150,1,1,total,heating-local,0.0,0.0
150,1,1,total,absorption,6.548684479879446e-07,5.2210164707526e-07
151,1,1,total,flux,5.558244397545975e-06,3.1598603158779066e-06
151,1,1,total,"(n,Xt)",0.0,0.0
151,1,1,total,heating-local,0.0,0.0
151,1,1,total,absorption,6.521300364050232e-07,5.205982518199193e-07
152,1,1,total,flux,6.240372013954013e-06,3.080749873072836e-06
152,1,1,total,"(n,Xt)",0.0,0.0
152,1,1,total,heating-local,0.0,0.0
152,1,1,total,absorption,6.495017219869803e-07,5.1914291617458e-07
153,1,1,total,flux,6.917339628603883e-06,3.163097742281752e-06
153,1,1,total,"(n,Xt)",0.0,0.0
153,1,1,total,heating-local,0.0,0.0
153,1,1,total,absorption,6.469762456544746e-07,5.177331038417715e-07
154,1,1,total,flux,6.5971264330980995e-06,3.091065476670051e-06
154,1,1,total,"(n,Xt)",0.0,0.0
154,1,1,total,heating-local,0.0,0.0
154,1,1,total,absorption,6.445470430684695e-07,5.163664897395383e-07
155,1,1,total,flux,7.528794891771453e-06,3.34754798386169e-06
155,1,1,total,"(n,Xt)",0.0,0.0
155,1,1,total,heating-local,0.0,0.0
155,1,1,total,absorption,6.547480019881371e-07,5.134538091929722e-07
156,1,1,total,flux,9.080795273281619e-06,4.243326268478185e-06
156,1,1,total,"(n,Xt)",0.0,0.0
156,1,1,total,heating-local,0.0,0.0
156,1,1,total,absorption,6.623330486753234e-07,5.111378648538091e-07
157,1,1,total,flux,6.1682218428340826e-06,3.5373017944152528e-06
157,1,1,total,"(n,Xt)",0.0,0.0
157,1,1,total,heating-local,0.0,0.0
157,1,1,total,absorption,1.2544712005297205e-07,8.298731614339097e-08
158,1,1,total,flux,4.7632405544321875e-06,3.428061009644254e-06
158,1,1,total,"(n,Xt)",0.0,0.0
158,1,1,total,heating-local,0.0,0.0
158,1,1,total,absorption,2.1821136749734846e-08,2.050118417438681e-08
159,1,1,total,flux,6.893195390553985e-06,3.975719203382176e-06
159,1,1,total,"(n,Xt)",0.0,0.0
159,1,1,total,heating-local,0.0,0.0
159,1,1,total,absorption,2.161935940324302e-08,1.9759744299450705e-08
160,1,1,total,flux,7.73941173875522e-06,3.5241633403948373e-06
160,1,1,total,"(n,Xt)",0.0,0.0
160,1,1,total,heating-local,0.0,0.0
160,1,1,total,absorption,2.0080293662090224e-08,1.9161313372766358e-08
161,1,1,total,flux,8.988877176085454e-06,4.1620686864220185e-06
161,1,1,total,"(n,Xt)",0.0,0.0
161,1,1,total,heating-local,0.0,0.0
161,1,1,total,absorption,1.8664676970643388e-08,1.866467697064339e-08
162,1,1,total,flux,9.215673196134118e-06,4.44973423902222e-06
162,1,1,total,"(n,Xt)",0.0,0.0
162,1,1,total,heating-local,0.0,0.0
162,1,1,total,absorption,4.101241900229714e-08,2.7572249140091908e-08
163,1,1,total,flux,1.0393664479220989e-05,5.969224926966724e-06
163,1,1,total,"(n,Xt)",0.0,0.0
163,1,1,total,heating-local,0.0,0.0
163,1,1,total,absorption,3.250549123340883e-08,3.250549123340882e-08
164,1,1,total,flux,1.0188381727460596e-05,5.8493543554539774e-06
164,1,1,total,"(n,Xt)",0.0,0.0
164,1,1,total,heating-local,0.0,0.0
164,1,1,total,absorption,3.220199401449339e-08,3.2201994014493386e-08
165,1,1,total,flux,9.978364998982415e-06,5.729535295230287e-06
165,1,1,total,"(n,Xt)",0.0,0.0
165,1,1,total,heating-local,0.0,0.0
165,1,1,total,absorption,3.1912137278719985e-08,3.191213727871998e-08
166,1,1,total,flux,1.0057951269333899e-05,5.65246118416715e-06
166,1,1,total,"(n,Xt)",0.0,0.0
166,1,1,total,heating-local,0.0,0.0
166,1,1,total,absorption,3.163500344690734e-08,3.163500344690734e-08
167,1,1,total,flux,9.867113925058612e-06,5.384590597318756e-06
167,1,1,total,"(n,Xt)",0.0,0.0
167,1,1,total,heating-local,0.0,0.0
167,1,1,total,absorption,3.136975744349619e-08,3.136975744349619e-08
168,1,1,total,flux,5.391067160740893e-06,3.5998628614448976e-06
168,1,1,total,"(n,Xt)",0.0,0.0
168,1,1,total,heating-local,0.0,0.0
168,1,1,total,absorption,1.4083906419491517e-08,1.4083906419491517e-08
169,1,1,total,flux,3.792868721569847e-06,2.7122848498818505e-06
169,1,1,total,"(n,Xt)",0.0,0.0
169,1,1,total,heating-local,0.0,0.0
169,1,1,total,absorption,0.0,0.0
170,1,1,total,flux,3.7865246242183452e-06,2.708131050879965e-06
170,1,1,total,"(n,Xt)",0.0,0.0
170,1,1,total,heating-local,0.0,0.0
170,1,1,total,absorption,0.0,0.0
171,1,1,total,flux,3.7803246178262674e-06,2.7040698947922608e-06
171,1,1,total,"(n,Xt)",0.0,0.0
171,1,1,total,heating-local,0.0,0.0
171,1,1,total,absorption,0.0,0.0
172,1,1,total,flux,4.715859494539128e-06,3.5652411355154835e-06
172,1,1,total,"(n,Xt)",0.0,0.0
172,1,1,total,heating-local,0.0,0.0
172,1,1,total,absorption,6.787289060188329e-09,6.78728906018833e-09
173,1,1,total,flux,3.5894759115234376e-06,2.5379960372669615e-06
173,1,1,total,"(n,Xt)",0.0,0.0
173,1,1,total,heating-local,0.0,0.0
173,1,1,total,absorption,7.302632934610399e-09,7.302632934610399e-09
174,1,1,total,flux,4.861081768004235e-06,2.653262434964255e-06
174,1,1,total,"(n,Xt)",0.0,0.0
174,1,1,total,heating-local,0.0,0.0
174,1,1,total,absorption,7.2993510459297246e-09,7.299351045929724e-09
175,1,1,total,flux,7.841404960098163e-06,4.627057693936665e-06
175,1,1,total,"(n,Xt)",0.0,0.0
175,1,1,total,heating-local,0.0,0.0
175,1,1,total,absorption,7.2961297261639085e-09,7.2961297261639085e-09
176,1,1,total,flux,6.339021466929707e-06,3.9964784367188615e-06
176,1,1,total,"(n,Xt)",0.0,0.0
176,1,1,total,heating-local,0.0,0.0
176,1,1,total,absorption,7.2929674682252166e-09,7.2929674682252166e-09
177,1,1,total,flux,6.04880085043024e-06,3.73368488318663e-06
177,1,1,total,"(n,Xt)",0.0,0.0
177,1,1,total,heating-local,0.0,0.0
177,1,1,total,absorption,7.289862812369793e-09,7.289862812369794e-09
178,1,1,total,flux,6.442655591146212e-06,3.46739434852356e-06
178,1,1,total,"(n,Xt)",3.9859179341902585e-17,2.775564155303601e-17
178,1,1,total,heating-local,0.04608551665493878,0.03436290766335038
178,1,1,total,absorption,1.91761445510854e-07,1.7692235748418621e-07
179,1,1,total,flux,1.7643777143881576e-05,7.77453029438077e-06
179,1,1,total,"(n,Xt)",1.1476317827038212e-16,6.194314428182461e-17
179,1,1,total,heating-local,0.11263390970256434,0.058786131891142165
179,1,1,total,absorption,2.8072689204403014e-06,1.3916086179942299e-06
180,1,1,total,flux,1.1069018920096721e-05,3.868626173425287e-06
180,1,1,total,"(n,Xt)",1.0370489964621942e-16,5.3450156671988434e-17
180,1,1,total,heating-local,0.12857285396399187,0.07481669938181329
180,1,1,total,absorption,1.110411120510459e-06,8.552400278844738e-07
181,1,1,total,flux,3.7719470547554686e-05,1.6945230970931255e-05
181,1,1,total,"(n,Xt)",4.342078412899609e-08,2.260708217681349e-08
181,1,1,total,heating-local,0.8889191799996695,0.4840148738242989
181,1,1,total,absorption,2.919459615091027e-06,2.018610663448576e-06
182,1,1,total,flux,5.23183299450676e-05,3.203987101246348e-05
182,1,1,total,"(n,Xt)",2.1923912895936144e-07,1.473028237423689e-07
182,1,1,total,heating-local,1.5433558266998548,0.936206092547337
182,1,1,total,absorption,4.5566686936263416e-07,2.8523077039077437e-07
183,1,1,total,flux,5.574532150612613e-05,3.669644016677334e-05
183,1,1,total,"(n,Xt)",2.1266853569102988e-07,1.039750220856642e-07
183,1,1,total,heating-local,1.7386900141903052,1.1274389693821911
183,1,1,total,absorption,5.449702409720578e-07,3.5581943364408134e-07
184,1,1,total,flux,6.235767723411332e-05,3.709828167703335e-05
184,1,1,total,"(n,Xt)",2.6626554707412217e-07,1.147904887933997e-07
184,1,1,total,heating-local,2.176368096803057,1.3051832649005437
184,1,1,total,absorption,4.556352183917174e-07,2.5986355406030575e-07
185,1,1,total,flux,7.172270239801128e-05,3.166933477210196e-05
185,1,1,total,"(n,Xt)",3.790070457817077e-07,1.5944734985253062e-07
185,1,1,total,heating-local,2.5037633398081143,1.0850425286218028
185,1,1,total,absorption,6.028622329997168e-07,2.644577083047437e-07
186,1,1,total,flux,8.515063811073681e-05,3.2242428643489735e-05
186,1,1,total,"(n,Xt)",3.815159859613784e-07,1.3138269378693856e-07
186,1,1,total,heating-local,2.532248578654758,0.9648923164431963
186,1,1,total,absorption,6.373580488672496e-07,2.490857222519017e-07
187,1,1,total,flux,7.689525469892756e-05,2.651215384158253e-05
187,1,1,total,"(n,Xt)",4.6661498389414406e-07,1.8655926150941942e-07
187,1,1,total,heating-local,2.81294364440862,1.3426331871702657
187,1,1,total,absorption,6.07280140287703e-07,2.1861751012797313e-07
188,1,1,total,flux,9.856585978820382e-05,3.768884095704267e-05
188,1,1,total,"(n,Xt)",7.776280785469863e-07,4.138270670487785e-07
188,1,1,total,heating-local,4.292727207479271,2.4436652617545853
188,1,1,total,absorption,1.0879697909816577e-06,4.5255208638115954e-07
189,1,1,total,flux,9.19854927646277e-05,3.657199432844997e-05
189,1,1,total,"(n,Xt)",6.249617495450512e-07,3.3054050841517525e-07
189,1,1,total,heating-local,3.8235199697371582,2.0842806326556658
189,1,1,total,absorption,1.1172218124722111e-06,4.860185507941291e-07
190,1,1,total,flux,0.00010573040412538205,3.6963067582106224e-05
190,1,1,total,"(n,Xt)",6.05949823182379e-07,2.769796948158478e-07
190,1,1,total,heating-local,3.4320340169756136,1.6941140470687406
190,1,1,total,absorption,1.4821025128249842e-06,5.624822464107802e-07
191,1,1,total,flux,9.358165506503894e-05,3.0482404363328066e-05
191,1,1,total,"(n,Xt)",5.866212130756536e-07,2.468900976942184e-07
191,1,1,total,heating-local,3.2753082221913217,1.4855540456928367
191,1,1,total,absorption,1.3816745118485083e-06,5.700840873402849e-07
192,1,1,total,flux,0.00011265819927409018,4.14745048418151e-05
192,1,1,total,"(n,Xt)",7.316815031649323e-07,2.5250154177691635e-07
192,1,1,total,heating-local,4.0201047738406785,1.4798148488615566
192,1,1,total,absorption,1.6216356114451564e-06,5.690736788248143e-07
193,1,1,total,flux,0.0001069390597997364,2.7792735338921177e-05
193,1,1,total,"(n,Xt)",7.140718408122677e-07,2.5278371949629493e-07
193,1,1,total,heating-local,4.075713427329915,1.4881058537094838
193,1,1,total,absorption,1.769431721450214e-06,3.98907239209258e-07
194,1,1,total,flux,9.883694239390297e-05,2.1676909537586025e-05
194,1,1,total,"(n,Xt)",7.793259197701833e-07,2.461629573958486e-07
194,1,1,total,heating-local,4.5313113567977314,1.4956770727422226
194,1,1,total,absorption,1.5925771975398535e-06,3.493348735704805e-07
195,1,1,total,flux,0.00010135598295820071,1.563944183680133e-05
195,1,1,total,"(n,Xt)",1.0158092164076294e-06,3.9848008173668666e-07
195,1,1,total,heating-local,5.777767023216481,2.017500952904986
195,1,1,total,absorption,2.1956752270942096e-06,5.863504797922493e-07
196,1,1,total,flux,0.00014213710692969166,2.527028508926121e-05
196,1,1,total,"(n,Xt)",1.0550039495027487e-06,3.1539419675509096e-07
196,1,1,total,heating-local,6.49109040137448,1.9734599089762024
196,1,1,total,absorption,2.4418692776719704e-06,6.411971121967631e-07
197,1,1,total,flux,0.00013405875529543814,2.4061237958590084e-05
197,1,1,total,"(n,Xt)",1.001080684780931e-06,3.4226876967918616e-07
197,1,1,total,heating-local,5.868944673502635,1.750918083102194
197,1,1,total,absorption,2.062223505205446e-06,3.7086670012190443e-07
198,1,1,total,flux,0.00014897015534297563,2.9314765805390145e-05
198,1,1,total,"(n,Xt)",1.037039531618314e-06,3.132609288523009e-07
198,1,1,total,heating-local,6.343991591470069,1.496544795765638
198,1,1,total,absorption,3.8905856300475705e-06,1.1989746477747073e-06
199,1,1,total,flux,0.0001799393232073987,3.016070664473933e-05
199,1,1,total,"(n,Xt)",1.3000196200246815e-06,3.394335116756597e-07
199,1,1,total,heating-local,7.475925487654832,1.7760654836998513
199,1,1,total,absorption,4.1122610191373105e-06,7.429604805980112e-07
200,1,1,total,flux,0.00021480988923634035,4.540329872916649e-05
200,1,1,total,"(n,Xt)",1.18842509699997e-06,2.2474838302152312e-07
200,1,1,total,heating-local,6.910250040020817,1.400545934632023
200,1,1,total,absorption,3.048126173182919e-06,8.151945593406628e-07
201,1,1,total,flux,0.00025339427638718147,5.372362766114532e-05
201,1,1,total,"(n,Xt)",1.6422398098683676e-06,4.354324227672098e-07
201,1,1,total,heating-local,9.020053401354847,2.257394806975677
201,1,1,total,absorption,3.494943288823198e-06,8.34257973539702e-07
202,1,1,total,flux,0.0002708064973898244,4.788164535356379e-05
202,1,1,total,"(n,Xt)",1.721193478422924e-06,4.0515766816938067e-07
202,1,1,total,heating-local,10.110627286709157,2.530946782029622
202,1,1,total,absorption,3.7403000679602553e-06,8.390450363428289e-07
203,1,1,total,flux,0.00028384591805454744,4.995986327878763e-05
203,1,1,total,"(n,Xt)",1.876869704889092e-06,3.4101860197068004e-07
203,1,1,total,heating-local,13.2173655963007,2.701000412438713
203,1,1,total,absorption,2.9529873646237972e-06,4.936165655477533e-07
204,1,1,total,flux,0.0003292381629223892,5.515154347929764e-05
204,1,1,total,"(n,Xt)",2.304500170256342e-06,3.9853092861593434e-07
204,1,1,total,heating-local,15.336907465763696,2.132475837802849
204,1,1,total,absorption,3.541676496766623e-06,4.7615838443979905e-07
205,1,1,total,flux,0.0003672740475674397,4.6970910029479235e-05
205,1,1,total,"(n,Xt)",3.0265288531656196e-06,6.411367833253658e-07
205,1,1,total,heating-local,19.021320243197994,3.0657411429718384
205,1,1,total,absorption,4.838876155684579e-06,8.062923719123066e-07
206,1,1,total,flux,0.0003790418436292281,5.4868280883746374e-05
206,1,1,total,"(n,Xt)",3.2456378329599407e-06,6.59306823890258e-07
206,1,1,total,heating-local,19.099697718973548,3.174442702033851
206,1,1,total,absorption,5.156547428145655e-06,9.086550445992835e-07
207,1,1,total,flux,0.00044511880270814127,6.692809836243017e-05
207,1,1,total,"(n,Xt)",3.974157150828587e-06,8.488047335981959e-07
207,1,1,total,heating-local,22.77470693135499,3.945866362332861
207,1,1,total,absorption,7.5733454811474796e-06,1.5298072123043318e-06
208,1,1,total,flux,0.00048386570001905514,6.579381375876091e-05
208,1,1,total,"(n,Xt)",4.147962924157967e-06,8.638193437112582e-07
208,1,1,total,heating-local,24.17893526639926,3.8494555063947073
208,1,1,total,absorption,9.777389411226753e-06,1.494679701294239e-06
209,1,1,total,flux,0.0005747840650954875,7.959717756200938e-05
209,1,1,total,"(n,Xt)",5.761413890576998e-06,1.3471099706044075e-06
209,1,1,total,heating-local,32.367899055151184,6.315165465909648
209,1,1,total,absorption,1.1257935111779264e-05,1.7702449225087827e-06
210,1,1,total,flux,0.0005858268640173137,7.639669588133817e-05
210,1,1,total,"(n,Xt)",5.522614804639704e-06,1.102680532475938e-06
210,1,1,total,heating-local,30.940425059623067,5.132808692603411
210,1,1,total,absorption,1.0651586356286342e-05,1.495798883017793e-06
211,1,1,total,flux,0.0006916403662258812,7.960823095034031e-05
211,1,1,total,"(n,Xt)",6.313924436794022e-06,9.709811389542733e-07
211,1,1,total,heating-local,35.012294687121354,4.104145423049315
211,1,1,total,absorption,1.1559291399312688e-05,1.2663337458236353e-06
212,1,1,total,flux,0.0007818051438354147,0.00010090811547459003
212,1,1,total,"(n,Xt)",6.152347228046013e-06,9.220125786490333e-07
212,1,1,total,heating-local,34.4665720799548,4.32178659933588
212,1,1,total,absorption,1.3758073272056916e-05,1.9451314964697998e-06
213,1,1,total,flux,0.0007331945495894089,7.540610243672972e-05
213,1,1,total,"(n,Xt)",6.324253994593706e-06,6.908691677960468e-07
213,1,1,total,heating-local,35.44306506323429,2.8411985215874322
213,1,1,total,absorption,1.207600513325698e-05,1.2562119159194713e-06
214,1,1,total,flux,0.0008816024867556879,7.675058330210792e-05
214,1,1,total,"(n,Xt)",7.757255525808458e-06,1.0308270290085616e-06
214,1,1,total,heating-local,43.22988919032318,4.7079597723039806
214,1,1,total,absorption,1.4055406256539038e-05,1.4190685006572327e-06
215,1,1,total,flux,0.0009695324902341277,9.154549097620935e-05
215,1,1,total,"(n,Xt)",7.731656752660533e-06,1.0450607933067455e-06
215,1,1,total,heating-local,42.92249519121619,4.829300664770434
215,1,1,total,absorption,1.556288458493388e-05,2.6219631948422952e-06
216,1,1,total,flux,0.0010699848579319605,8.611868097779328e-05
216,1,1,total,"(n,Xt)",9.31844588785296e-06,9.973575064740039e-07
216,1,1,total,heating-local,51.42574373478051,4.35688892193569
216,1,1,total,absorption,1.6114049738934944e-05,1.7790732779806685e-06
217,1,1,total,flux,0.0011225427790034952,9.111114949112472e-05
217,1,1,total,"(n,Xt)",9.13283964595179e-06,9.956164421321407e-07
217,1,1,total,heating-local,50.43834333529248,5.242773214049625
217,1,1,total,absorption,1.8652919515728666e-05,2.528304347131216e-06
218,1,1,total,flux,0.0012476700173395753,0.0001075072860127253
218,1,1,total,"(n,Xt)",8.66284159199893e-06,9.430797289333432e-07
218,1,1,total,heating-local,49.544863940442845,5.521987209297652
218,1,1,total,absorption,2.1217459332901376e-05,2.5920002010830746e-06
219,1,1,total,flux,0.0012783051068449517,0.00011447057070632438
219,1,1,total,"(n,Xt)",8.478851407630676e-06,8.852071963719092e-07
219,1,1,total,heating-local,49.284382739882105,5.991161923459797
219,1,1,total,absorption,2.3154051272934106e-05,2.357444768758622e-06
220,1,1,total,flux,0.001381635766347315,8.328521535114364e-05
220,1,1,total,"(n,Xt)",1.0152311245370311e-05,1.4619556143689323e-06
220,1,1,total,heating-local,57.79643404070049,7.674953205799707
220,1,1,total,absorption,2.3314459955327424e-05,2.108615983917369e-06
221,1,1,total,flux,0.001446218713638498,7.853454461849545e-05
221,1,1,total,"(n,Xt)",1.0014765434696677e-05,1.431429259238191e-06
221,1,1,total,heating-local,58.29896554830685,7.114013672962397
221,1,1,total,absorption,2.763466687894964e-05,3.7554059607595976e-06
222,1,1,total,flux,0.0016898063755575448,9.880737831203672e-05
222,1,1,total,"(n,Xt)",1.1087473722763152e-05,1.116651846354939e-06
222,1,1,total,heating-local,68.0566112689012,8.253682049175023
222,1,1,total,absorption,2.8513037214336802e-05,2.421467345719014e-06
223,1,1,total,flux,0.001802227756668605,0.0001277340120598515
223,1,1,total,"(n,Xt)",1.138130719238553e-05,1.344289290599399e-06
223,1,1,total,heating-local,69.71438149914647,8.397592938388573
223,1,1,total,absorption,2.7946409305484064e-05,2.821426812184694e-06
224,1,1,total,flux,0.0019919750716503835,0.00013912376948225437
224,1,1,total,"(n,Xt)",1.2891091176116557e-05,1.580552106484193e-06
224,1,1,total,heating-local,78.92978092812957,8.747436735602026
224,1,1,total,absorption,3.5127871062483276e-05,4.44287961803388e-06
225,1,1,total,flux,0.002158898362138874,0.00016068779386151717
225,1,1,total,"(n,Xt)",1.5025707810732839e-05,2.189917776832818e-06
225,1,1,total,heating-local,88.33550643303182,11.153236208583246
225,1,1,total,absorption,3.4034288403448136e-05,4.909253515404303e-06
226,1,1,total,flux,0.0023541199044930265,0.0001787710248630101
226,1,1,total,"(n,Xt)",1.5274634719000987e-05,1.3876555461493543e-06
226,1,1,total,heating-local,89.72986834694191,8.255205499435194
226,1,1,total,absorption,3.140283649237178e-05,3.7770264458101448e-06
227,1,1,total,flux,0.0024362739849207804,0.00016174420177351705
227,1,1,total,"(n,Xt)",1.5061272343181998e-05,1.250859568201095e-06
227,1,1,total,heating-local,96.22331290939539,9.178200267910375
227,1,1,total,absorption,3.376584412019512e-05,3.6639413035381384e-06
228,1,1,total,flux,0.002624906925206895,0.00016045778489330606
228,1,1,total,"(n,Xt)",1.526102274714573e-05,1.0578820113218155e-06
228,1,1,total,heating-local,98.50097542986067,6.092987566489745
228,1,1,total,absorption,3.8559682381730394e-05,3.2041137351824428e-06
229,1,1,total,flux,0.002772582731728759,0.00018001869939052666
229,1,1,total,"(n,Xt)",1.635329668931613e-05,1.2145876808563075e-06
229,1,1,total,heating-local,102.61755461179015,7.687842289476001
229,1,1,total,absorption,4.1381595973793254e-05,4.5151861816890504e-06
230,1,1,total,flux,0.0030971386184558787,0.0001402969914173689
230,1,1,total,"(n,Xt)",1.9275119894054473e-05,1.4291850125779607e-06
230,1,1,total,heating-local,118.02973523543649,8.151957327811514
230,1,1,total,absorption,4.867707827048747e-05,5.291133932220763e-06
231,1,1,total,flux,0.003495213957321075,0.00017056776859032492
231,1,1,total,"(n,Xt)",2.2306403314937348e-05,1.5355603748776418e-06
231,1,1,total,heating-local,141.7811365548552,9.875199430012088
231,1,1,total,absorption,5.521889778797531e-05,5.739750039065484e-06
232,1,1,total,flux,0.003944851457318241,0.00021337676977269875
232,1,1,total,"(n,Xt)",2.3856055579409134e-05,1.913784375699395e-06
232,1,1,total,heating-local,145.67318240815763,9.706683066627434
232,1,1,total,absorption,6.066955188254017e-05,6.080355032417473e-06
233,1,1,total,flux,0.004241801324788447,0.00020865483983627687
233,1,1,total,"(n,Xt)",2.576198474870083e-05,2.0203919906137056e-06
233,1,1,total,heating-local,159.40222804782266,10.187244635718722
233,1,1,total,absorption,6.267093503793771e-05,4.802913760566403e-06
234,1,1,total,flux,0.004579138456550427,0.00017826984236225642
234,1,1,total,"(n,Xt)",2.8426062385219303e-05,1.769527031099361e-06
234,1,1,total,heating-local,179.20357019279254,11.29086280682233
234,1,1,total,absorption,6.732008911829063e-05,5.787046057508009e-06
235,1,1,total,flux,0.005016988057896977,0.00021281765811429683
235,1,1,total,"(n,Xt)",3.0471174906871694e-05,1.890584587979767e-06
235,1,1,total,heating-local,191.85947653924364,11.001856107810335
235,1,1,total,absorption,7.270471266213479e-05,3.961795158296549e-06
236,1,1,total,flux,0.005514075487079586,0.000237719593257965
236,1,1,total,"(n,Xt)",3.556752839826376e-05,3.4424546162295842e-06
236,1,1,total,heating-local,223.72993394066117,18.184944938796225
236,1,1,total,absorption,8.056373679749332e-05,8.297967357477417e-06
237,1,1,total,flux,0.0058652807753801686,0.00022753814303096172
237,1,1,total,"(n,Xt)",3.6485124087523663e-05,3.009485641703696e-06
237,1,1,total,heating-local,230.379961001545,16.681222762581058
237,1,1,total,absorption,7.631572631084939e-05,3.2006770742902453e-06
238,1,1,total,flux,0.006549415236494056,0.00017109426497382603
238,1,1,total,"(n,Xt)",3.7933048271963755e-05,3.5753808597703166e-06
238,1,1,total,heating-local,239.73342409146508,18.821291336079966
238,1,1,total,absorption,9.694937919885143e-05,4.295283844758641e-06
239,1,1,total,flux,0.006892799388474121,0.0002407637695865889
239,1,1,total,"(n,Xt)",4.314215707631815e-05,4.476538032204925e-06
239,1,1,total,heating-local,271.54239691099116,23.356276646746068
239,1,1,total,absorption,0.00010555483810339693,5.346324131698419e-06
240,1,1,total,flux,0.007564225262369559,0.0001827517612883142
240,1,1,total,"(n,Xt)",4.353742929114836e-05,3.178895711660424e-06
240,1,1,total,heating-local,282.60500250904363,16.640562075515707
240,1,1,total,absorption,0.00011437617372388488,4.83719132906353e-06
241,1,1,total,flux,0.007831890263569664,0.00022356297791441924
241,1,1,total,"(n,Xt)",4.4966171996958115e-05,3.5339642062609754e-06
241,1,1,total,heating-local,294.84543205760224,21.05651794607145
241,1,1,total,absorption,0.00011843744536412675,4.918497600357677e-06
242,1,1,total,flux,0.008210916687184466,0.00024250679949330327
242,1,1,total,"(n,Xt)",4.637979871763155e-05,3.216313327595317e-06
242,1,1,total,heating-local,304.3605843480865,19.232824143502356
242,1,1,total,absorption,0.00012557233425670222,7.154685768210388e-06
243,1,1,total,flux,0.00908650680482663,0.00023802310737369863
243,1,1,total,"(n,Xt)",5.077281379484553e-05,2.136572211082254e-06
243,1,1,total,heating-local,332.14767420677174,13.520265241041798
243,1,1,total,absorption,0.00013107436837061376,4.950699474036208e-06
244,1,1,total,flux,0.009535434758479169,0.0002700211178760093
244,1,1,total,"(n,Xt)",5.095368317762377e-05,1.7749135314758229e-06
244,1,1,total,heating-local,339.044166948329,11.345803474425008
244,1,1,total,absorption,0.00012952523936530402,5.037172209849228e-06
245,1,1,total,flux,0.010447210842917384,0.0002501899513246397
245,1,1,total,"(n,Xt)",5.4220936639370094e-05,2.0143856556360157e-06
245,1,1,total,heating-local,362.1688176904278,16.0616103351224
245,1,1,total,absorption,0.0001435127142000022,4.404107096690922e-06
246,1,1,total,flux,0.011435380330263067,0.00032773772277611276
246,1,1,total,"(n,Xt)",5.8645223878933606e-05,2.166281955635749e-06
246,1,1,total,heating-local,404.6456830349112,17.862450144830763
246,1,1,total,absorption,0.00015810550948667596,6.684948411772619e-06
247,1,1,total,flux,0.012531649629345925,0.0002902517740325389
247,1,1,total,"(n,Xt)",6.199979855486331e-05,2.5432983644409644e-06
247,1,1,total,heating-local,421.64034571487946,16.814336874027983
247,1,1,total,absorption,0.00016313631929929266,5.92261397166142e-06
248,1,1,total,flux,0.013605110950858802,0.00023312080418606528
248,1,1,total,"(n,Xt)",6.600112526002685e-05,2.687924475700532e-06
248,1,1,total,heating-local,452.87691267104157,17.0376636459002
248,1,1,total,absorption,0.00017853370857941694,8.204881922577825e-06
249,1,1,total,flux,0.014839263782819264,0.00031301346372789355
