mesh 1,mesh 1,mesh 1,nuclide,score,mean,std. dev.
x,y,z,,,,
249,1,1,total,"(n,Xt)",7.116090080425103e-05,3.062385550560546e-06
249,1,1,total,heating-local,501.71476807454644,20.196632231701198
249,1,1,total,absorption,0.0001886000366456158,6.262226298682958e-06
250,1,1,total,flux,0.015930310148159724,0.0003555409628984183
250,1,1,total,"(n,Xt)",7.387546072433248e-05,3.078449878871991e-06
250,1,1,total,heating-local,523.6614533347467,20.17317199726123
250,1,1,total,absorption,0.00020586446141001858,1.0381770158095771e-05
251,1,1,total,flux,0.017326445516927604,0.00047927676508169396
251,1,1,total,"(n,Xt)",8.137358031323052e-05,3.1972440767309453e-06
251,1,1,total,heating-local,581.8973124416991,24.86106325736286
251,1,1,total,absorption,0.00022048344279033158,6.884556429652328e-06
252,1,1,total,flux,0.018090625053727976,0.000611514236884871
252,1,1,total,"(n,Xt)",8.268487220663054e-05,2.796437533915578e-06
252,1,1,total,heating-local,600.8873557351936,23.359447097677993
252,1,1,total,absorption,0.0002401461143116439,7.830745227478963e-06
253,1,1,total,flux,0.019291284800851023,0.00038129135889120383
253,1,1,total,"(n,Xt)",8.474813336990347e-05,2.295670285714092e-06
253,1,1,total,heating-local,623.997997159994,18.544280779581985
253,1,1,total,absorption,0.00023657293948441913,7.550582782606099e-06
254,1,1,total,flux,0.020683121264914475,0.00046094910345480104
254,1,1,total,"(n,Xt)",8.668588978071287e-05,2.4074688542766775e-06
254,1,1,total,heating-local,654.1418253219356,19.45469982083595
254,1,1,total,absorption,0.0002482648920793239,1.0251512250829457e-05
255,1,1,total,flux,0.02252977112671929,0.0005623501560851219
255,1,1,total,"(n,Xt)",9.276267618873854e-05,4.0144561009033325e-06
255,1,1,total,heating-local,719.6410782154715,26.449820347541763
255,1,1,total,absorption,0.0002651060314785364,1.585599158559033e-05
256,1,1,total,flux,0.024049506019029457,0.0006972825645680897
256,1,1,total,"(n,Xt)",9.519503959672286e-05,4.3928609344236154e-06
256,1,1,total,heating-local,765.6926709577388,30.153109087397397
256,1,1,total,absorption,0.0002562825718025974,1.5883924942964332e-05
257,1,1,total,flux,0.02559894857075154,0.0006499246209504583
257,1,1,total,"(n,Xt)",9.782248495630475e-05,3.0056059676259576e-06
257,1,1,total,heating-local,818.1969686935997,25.378476119816057
257,1,1,total,absorption,0.00026751126486191214,1.0837324302047988e-05
258,1,1,total,flux,0.026875358647289,0.0006443500259267495
258,1,1,total,"(n,Xt)",0.0001054073633051055,2.937862742540946e-06
258,1,1,total,heating-local,871.499332981732,20.227354310312506
258,1,1,total,absorption,0.0002726239177969868,1.0296916155067176e-05
259,1,1,total,flux,0.028158492427494873,0.0005667440582843029
259,1,1,total,"(n,Xt)",0.00010852311200710374,2.878375875138418e-06
259,1,1,total,heating-local,907.9935873255205,22.700695813582236
259,1,1,total,absorption,0.00027417674696910023,7.780809249207977e-06
260,1,1,total,flux,0.0296988424140187,0.0006956218909893195
260,1,1,total,"(n,Xt)",0.00011184253583264524,3.88974092989917e-06
260,1,1,total,heating-local,949.308720383061,30.118405437381956
260,1,1,total,absorption,0.0002804698023948692,1.414104255820965e-05
261,1,1,total,flux,0.031881006602177284,0.0006680013133910912
261,1,1,total,"(n,Xt)",0.0001171270931159899,3.6029785945165725e-06
261,1,1,total,heating-local,1026.3662683673701,27.55602212014898
261,1,1,total,absorption,0.00028063645874272384,1.147480954759096e-05
262,1,1,total,flux,0.03390376033728859,0.0006558684456013128
262,1,1,total,"(n,Xt)",0.00011785840549787297,3.1975710573513705e-06
262,1,1,total,heating-local,1103.6184151757268,27.950051600584928
262,1,1,total,absorption,0.00026358190349049816,1.10760827243371e-05
263,1,1,total,flux,0.03577068213666819,0.0007473934583290857
263,1,1,total,"(n,Xt)",0.00012712597975714048,3.6003292101663856e-06
263,1,1,total,heating-local,1216.4982946196947,28.99007598601015
263,1,1,total,absorption,0.00024438048379728667,5.9327512310368425e-06
264,1,1,total,flux,0.03635982913378322,0.0005291544255869367
264,1,1,total,"(n,Xt)",9.065943750583529e-05,2.404218166742566e-06
264,1,1,total,heating-local,1312.213155163519,20.913448042179926
264,1,1,total,absorption,0.0013286882638444573,3.46374738224947e-05
265,1,1,total,flux,0.03410197459594368,0.0004890897408976945
265,1,1,total,"(n,Xt)",5.303970302744989e-09,1.6563759138136632e-10
265,1,1,total,heating-local,1287.3976922741576,24.936882764614722
265,1,1,total,absorption,0.001438668460201639,3.7176607464654165e-05
266,1,1,total,flux,0.03424962689759173,0.000442389513542032
266,1,1,total,"(n,Xt)",5.961993029628766e-09,1.922318468180886e-10
266,1,1,total,heating-local,1364.9085427206628,20.498972391062555
266,1,1,total,absorption,0.0009666877360931233,4.196770911846243e-05
267,1,1,total,flux,0.035435183054757645,0.000489393507743057
267,1,1,total,"(n,Xt)",4.8983412519159826e-09,9.983656511725389e-11
267,1,1,total,heating-local,1264.5304343481534,25.594840341163643
267,1,1,total,absorption,0.0028484319544529882,0.00011818457496060334
268,1,1,total,flux,0.035023074301171506,0.0005593657992617791
268,1,1,total,"(n,Xt)",6.785438788435822e-10,2.022340571345601e-11
268,1,1,total,heating-local,654.6381903096702,19.64168639872967
268,1,1,total,absorption,0.0034038857895276895,0.0001953013982041173
269,1,1,total,flux,0.036207995259496986,0.0006155514950491571
269,1,1,total,"(n,Xt)",7.724793599116804e-10,2.8159225646901304e-11
269,1,1,total,heating-local,714.7997191284019,21.816427958900707
269,1,1,total,absorption,0.003307214713326684,0.00013204227355987765
270,1,1,total,flux,0.03761179610215852,0.0006252353617111292
270,1,1,total,"(n,Xt)",8.821768447268715e-10,2.8862980728624394e-11
270,1,1,total,heating-local,793.8592052033898,19.839726837610563
270,1,1,total,absorption,0.0032947696456523934,0.00016078441228002807
271,1,1,total,flux,0.03791252513944114,0.0004891382120096976
271,1,1,total,"(n,Xt)",9.963226044612418e-10,3.15510991275312e-11
271,1,1,total,heating-local,874.9556647301852,22.786876608940357
271,1,1,total,absorption,0.0033534165143425084,0.00014998141867089614
272,1,1,total,flux,0.03845259350810422,0.00047805948046680997
272,1,1,total,"(n,Xt)",1.142563762120651e-09,3.373362835803363e-11
272,1,1,total,heating-local,956.1006099990487,20.853559516313638
272,1,1,total,absorption,0.0037337812962023194,0.00013731134762535495
273,1,1,total,flux,0.0390152094126552,0.0005522497721133356
273,1,1,total,"(n,Xt)",1.2686700752366588e-09,3.066744273829207e-11
273,1,1,total,heating-local,1056.1083682971723,11.761076204470585
273,1,1,total,absorption,0.004141688690147812,0.0001231501388044092
274,1,1,total,flux,0.0400782853166258,0.0004743731975837174
274,1,1,total,"(n,Xt)",1.4246340544481686e-09,4.0265119026162075e-11
274,1,1,total,heating-local,1175.294733214679,33.482807197869086
274,1,1,total,absorption,0.004594907308418653,0.00015946686229969986
275,1,1,total,flux,0.04057555242633809,0.0005682549281472447
275,1,1,total,"(n,Xt)",1.5933792552249119e-09,4.252230235218397e-11
275,1,1,total,heating-local,1251.9908836639243,27.291490026041533
275,1,1,total,absorption,0.005340116382270195,0.0002161405020859469
276,1,1,total,flux,0.04216028933922296,0.0007608081568254352
276,1,1,total,"(n,Xt)",1.7842707517371408e-09,3.7496974593080594e-11
276,1,1,total,heating-local,1359.3762546223793,28.430439289584005
276,1,1,total,absorption,0.006349308206189097,0.0002856965155053816
277,1,1,total,flux,0.043846935605980755,0.0005526250982803188
277,1,1,total,"(n,Xt)",4.435064732434765e-05,1.1239197383052753e-06
277,1,1,total,heating-local,1820.5179825096136,30.92295949693938
277,1,1,total,absorption,0.008708573153883317,0.0002212938658026988
278,1,1,total,flux,0.04548001748871566,0.000593224571763044
278,1,1,total,"(n,Xt)",0.0001311493817003005,2.9225733373674047e-06
278,1,1,total,heating-local,2548.5072185877116,25.65378264823741
278,1,1,total,absorption,0.00019581308158411309,8.456009242083325e-06
279,1,1,total,flux,0.04428169977589303,0.0005447668746200817
279,1,1,total,"(n,Xt)",8.622210248103116e-05,1.7717810518101539e-06
279,1,1,total,heating-local,2855.784832612876,31.861081986925843
279,1,1,total,absorption,0.0011330049050714002,5.861358491308093e-05
280,1,1,total,flux,0.039076460576688746,0.0003380752545048425
280,1,1,total,"(n,Xt)",1.9712085977045155e-08,3.5486859554472644e-10
280,1,1,total,heating-local,4647.0185929005975,87.89439092244989
280,1,1,total,absorption,0.008983039451876772,0.00020076914537895876
281,1,1,total,flux,0.031993621043292356,0.00022785167224416644
281,1,1,total,"(n,Xt)",0.0,0.0
281,1,1,total,heating-local,0.0,0.0
281,1,1,total,absorption,0.008559607570803787,0.0006150326621109561
282,1,1,total,flux,0.03173328021450632,0.00033386214607045454
282,1,1,total,"(n,Xt)",0.0,0.0
282,1,1,total,heating-local,0.0,0.0
282,1,1,total,absorption,0.022193563884789776,0.012956275109124291
283,1,1,total,flux,0.031721718776492235,0.000177407275638459
283,1,1,total,"(n,Xt)",0.0,0.0
283,1,1,total,heating-local,0.0,0.0
283,1,1,total,absorption,0.05360672135640486,0.045715644779871646
284,1,1,total,flux,0.0319062047760471,0.0003247867517768995
284,1,1,total,"(n,Xt)",0.0,0.0
284,1,1,total,heating-local,0.0,0.0
284,1,1,total,absorption,0.05560652384213423,0.045539274866956914
285,1,1,total,flux,0.03170185824406911,0.00026813221611280265
285,1,1,total,"(n,Xt)",0.0,0.0
285,1,1,total,heating-local,0.0,0.0
285,1,1,total,absorption,0.0568511108237044,0.045599366740683656
286,1,1,total,flux,0.03152278247730844,0.0002722152087137958
286,1,1,total,"(n,Xt)",0.0,0.0
286,1,1,total,heating-local,0.0,0.0
286,1,1,total,absorption,0.05692367736855958,0.0458407043140946
287,1,1,total,flux,0.0316728069114775,0.000295085645005208
287,1,1,total,"(n,Xt)",0.0,0.0
287,1,1,total,heating-local,0.0,0.0
287,1,1,total,absorption,0.05861858812710643,0.04558898020842095
288,1,1,total,flux,0.03135400059587175,0.00022714436096180947
288,1,1,total,"(n,Xt)",0.0,0.0
288,1,1,total,heating-local,0.0,0.0
288,1,1,total,absorption,0.05610495123230321,0.04563910530910128
289,1,1,total,flux,0.03159384950531967,0.00030090186557683065
289,1,1,total,"(n,Xt)",0.0,0.0
289,1,1,total,heating-local,0.0,0.0
289,1,1,total,absorption,0.056105093554376075,0.04540445015174967
290,1,1,total,flux,0.03126302482032253,0.00027290016031427446
290,1,1,total,"(n,Xt)",0.0,0.0
290,1,1,total,heating-local,0.0,0.0
290,1,1,total,absorption,0.056251003860608606,0.04531662556110716
291,1,1,total,flux,0.03169056834487693,0.0001847340686184819
291,1,1,total,"(n,Xt)",0.0,0.0
291,1,1,total,heating-local,0.0,0.0
291,1,1,total,absorption,0.05474233649080964,0.045490679390663764
292,1,1,total,flux,0.031837535414071645,0.00022098540138162188
292,1,1,total,"(n,Xt)",0.0,0.0
292,1,1,total,heating-local,0.0,0.0
292,1,1,total,absorption,0.056689687501164245,0.04537315555471697
293,1,1,total,flux,0.0317086764681422,0.00025668080686212607
293,1,1,total,"(n,Xt)",0.0,0.0
293,1,1,total,heating-local,0.0,0.0
293,1,1,total,absorption,0.054742379552290464,0.045577255683490914
294,1,1,total,flux,0.03156138782181521,0.00022320569733695026
294,1,1,total,"(n,Xt)",0.0,0.0
294,1,1,total,heating-local,0.0,0.0
294,1,1,total,absorption,0.053791811797882026,0.04575230591151831
295,1,1,total,flux,0.03150437138152806,0.0002700152035715036
295,1,1,total,"(n,Xt)",0.0,0.0
295,1,1,total,heating-local,0.0,0.0
295,1,1,total,absorption,0.054049989310511526,0.045786304245081406
296,1,1,total,flux,0.031874127644292635,0.0003787627810132679
296,1,1,total,"(n,Xt)",0.0,0.0
296,1,1,total,heating-local,0.0,0.0
296,1,1,total,absorption,0.054677372005042656,0.04577506934584529
297,1,1,total,flux,0.03198153805954045,0.00031045628399105596
297,1,1,total,"(n,Xt)",0.0,0.0
297,1,1,total,heating-local,0.0,0.0
297,1,1,total,absorption,0.055142721318480394,0.04572963401865636
298,1,1,total,flux,0.032124484966580096,0.0003754919002741417
298,1,1,total,"(n,Xt)",0.0,0.0
298,1,1,total,heating-local,0.0,0.0
298,1,1,total,absorption,0.05439992069714565,0.045869890737079436
299,1,1,total,flux,0.03210415173946723,0.0003191942690767169
299,1,1,total,"(n,Xt)",0.0,0.0
299,1,1,total,heating-local,0.0,0.0
299,1,1,total,absorption,0.05412343329854587,0.04606309792197603
300,1,1,total,flux,0.03247620203029961,0.00039195364162999507
300,1,1,total,"(n,Xt)",0.0,0.0
300,1,1,total,heating-local,0.0,0.0
300,1,1,total,absorption,0.05459410197645033,0.04639835633536892
301,1,1,total,flux,0.03250358892350167,0.0003888316426398762
301,1,1,total,"(n,Xt)",0.0,0.0
301,1,1,total,heating-local,0.0,0.0
301,1,1,total,absorption,0.05598921619363082,0.04640349190946768
302,1,1,total,flux,0.03267354201419172,0.0003350012624785147
302,1,1,total,"(n,Xt)",0.0,0.0
302,1,1,total,heating-local,0.0,0.0
302,1,1,total,absorption,0.05495775629599645,0.04635921816033705
303,1,1,total,flux,0.032926132211264156,0.00029109450238150834
303,1,1,total,"(n,Xt)",0.0,0.0
303,1,1,total,heating-local,0.0,0.0
303,1,1,total,absorption,0.054713760897363864,0.046219984298142384
304,1,1,total,flux,0.033103571626046296,0.00029956292422319934
304,1,1,total,"(n,Xt)",0.0,0.0
304,1,1,total,heating-local,0.0,0.0
304,1,1,total,absorption,0.05375569416241682,0.046438981487107234
305,1,1,total,flux,0.03299115589783526,0.00029769629000325575
305,1,1,total,"(n,Xt)",0.0,0.0
305,1,1,total,heating-local,0.0,0.0
305,1,1,total,absorption,0.053115187990816534,0.04602622312309
306,1,1,total,flux,0.033186266760424916,0.00028146714277765394
306,1,1,total,"(n,Xt)",0.0,0.0
306,1,1,total,heating-local,0.0,0.0
306,1,1,total,absorption,0.05311911838966599,0.04605469261293844
307,1,1,total,flux,0.033108702502957624,0.00033840353046868794
307,1,1,total,"(n,Xt)",0.0,0.0
307,1,1,total,heating-local,0.0,0.0
307,1,1,total,absorption,0.053062575902989975,0.04583546771043861
308,1,1,total,flux,0.03326756548566398,0.0003751509122995784
308,1,1,total,"(n,Xt)",0.0,0.0
308,1,1,total,heating-local,0.0,0.0
308,1,1,total,absorption,0.05319581189627248,0.04584373175892392
309,1,1,total,flux,0.03371410584529311,0.0003528520454735796
309,1,1,total,"(n,Xt)",0.0,0.0
309,1,1,total,heating-local,0.0,0.0
309,1,1,total,absorption,0.053231018592871195,0.04584114564387946
310,1,1,total,flux,0.0340782238124831,0.00030920911517700396
310,1,1,total,"(n,Xt)",0.0,0.0
310,1,1,total,heating-local,0.0,0.0
310,1,1,total,absorption,0.05332123531171755,0.045820165921588815
311,1,1,total,flux,0.03387851180379167,0.0003139669792814069
311,1,1,total,"(n,Xt)",0.0,0.0
311,1,1,total,heating-local,0.0,0.0
311,1,1,total,absorption,0.05326845501178508,0.04579031903077957
312,1,1,total,flux,0.03410962077403473,0.00016593703339533915
312,1,1,total,"(n,Xt)",0.0,0.0
312,1,1,total,heating-local,0.0,0.0
312,1,1,total,absorption,0.05257935741564831,0.045664345474649454
313,1,1,total,flux,0.03395819342316182,0.0002592800280258005
313,1,1,total,"(n,Xt)",0.0,0.0
313,1,1,total,heating-local,0.0,0.0
313,1,1,total,absorption,0.05273479498021971,0.045611158700947736
314,1,1,total,flux,0.03430150540992329,0.0003382594964365129
314,1,1,total,"(n,Xt)",0.0,0.0
314,1,1,total,heating-local,0.0,0.0
314,1,1,total,absorption,0.05301060373424406,0.045763591292814716
315,1,1,total,flux,0.03438270398627955,0.0003040201326725125
315,1,1,total,"(n,Xt)",0.0,0.0
315,1,1,total,heating-local,0.0,0.0
315,1,1,total,absorption,0.05349568169471845,0.04584771471262637
316,1,1,total,flux,0.03518624935726403,0.0003050668103342779
316,1,1,total,"(n,Xt)",0.0,0.0
316,1,1,total,heating-local,0.0,0.0
316,1,1,total,absorption,0.05329370043738948,0.04591642041981767
317,1,1,total,flux,0.03539556463162606,0.0002713622641337396
317,1,1,total,"(n,Xt)",0.0,0.0
317,1,1,total,heating-local,0.0,0.0
317,1,1,total,absorption,0.05272840913234128,0.046145857320978485
318,1,1,total,flux,0.03580036531974124,0.00022645500641104894
318,1,1,total,"(n,Xt)",0.0,0.0
318,1,1,total,heating-local,0.0,0.0
318,1,1,total,absorption,0.052835742636958484,0.046180347580106904
319,1,1,total,flux,0.035918572171391494,0.00018702786128352856
319,1,1,total,"(n,Xt)",0.0,0.0
319,1,1,total,heating-local,0.0,0.0
319,1,1,total,absorption,0.06100703571518938,0.045759846958641937
320,1,1,total,flux,0.03590537801891629,0.0002971896341314386
320,1,1,total,"(n,Xt)",0.0,0.0
320,1,1,total,heating-local,0.0,0.0
320,1,1,total,absorption,0.07222343623822404,0.047950013557396816
321,1,1,total,flux,0.036377906383347425,0.0001705681691219016
321,1,1,total,"(n,Xt)",0.0,0.0
321,1,1,total,heating-local,0.0,0.0
321,1,1,total,absorption,0.07117106105393595,0.04762508255827434
322,1,1,total,flux,0.03619706167216621,0.0003120211107161651
322,1,1,total,"(n,Xt)",0.0,0.0
322,1,1,total,heating-local,0.0,0.0
322,1,1,total,absorption,0.07029663162729347,0.04734717028451455
323,1,1,total,flux,0.036582851780001376,0.00041194588338925724
323,1,1,total,"(n,Xt)",0.0,0.0
323,1,1,total,heating-local,0.0,0.0
323,1,1,total,absorption,0.06990357701095586,0.047103093613115925
324,1,1,total,flux,0.03693770863932244,0.00038958505705695944
324,1,1,total,"(n,Xt)",0.0,0.0
324,1,1,total,heating-local,0.0,0.0
324,1,1,total,absorption,0.03223450335428392,0.017524806014737226
325,1,1,total,flux,0.03725534438872356,0.0003312515790907906
325,1,1,total,"(n,Xt)",0.0,0.0
325,1,1,total,heating-local,0.0,0.0
325,1,1,total,absorption,0.024024129045715586,0.01588051999418158
326,1,1,total,flux,0.03788986060197569,0.000307043308796771
326,1,1,total,"(n,Xt)",0.0,0.0
326,1,1,total,heating-local,0.0,0.0
326,1,1,total,absorption,0.023765739842743563,0.015320140575636994
327,1,1,total,flux,0.03826424397533333,0.0002343006213833932
327,1,1,total,"(n,Xt)",0.0,0.0
327,1,1,total,heating-local,0.0,0.0
327,1,1,total,absorption,0.02615168342938539,0.014801221163561437
328,1,1,total,flux,0.03825785484281699,0.0002855552174004036
328,1,1,total,"(n,Xt)",0.0,0.0
328,1,1,total,heating-local,0.0,0.0
328,1,1,total,absorption,0.0234167744385833,0.014240946468978447
329,1,1,total,flux,0.03855054316850677,0.0003048037088168515
329,1,1,total,"(n,Xt)",0.0,0.0
329,1,1,total,heating-local,0.0,0.0
329,1,1,total,absorption,0.022907290242388738,0.013651869154998475
330,1,1,total,flux,0.03921386464546087,0.0003555707684724118
330,1,1,total,"(n,Xt)",0.0,0.0
330,1,1,total,heating-local,0.0,0.0
330,1,1,total,absorption,0.02301827502108234,0.013290747077991466
331,1,1,total,flux,0.0397600513166206,0.00037965525725839656
331,1,1,total,"(n,Xt)",0.0,0.0
331,1,1,total,heating-local,0.0,0.0
331,1,1,total,absorption,0.021404166835490915,0.013072148519736468
332,1,1,total,flux,0.040107065749130796,0.0004405354187342898
332,1,1,total,"(n,Xt)",0.0,0.0
332,1,1,total,heating-local,0.0,0.0
332,1,1,total,absorption,0.020820072758975242,0.012768966531984699
333,1,1,total,flux,0.04031081318213559,0.0004494571795909017
333,1,1,total,"(n,Xt)",0.0,0.0
333,1,1,total,heating-local,0.0,0.0
333,1,1,total,absorption,0.020764315328295563,0.012318938776393723
334,1,1,total,flux,0.04084305688862051,0.0004665792616427602
334,1,1,total,"(n,Xt)",0.0,0.0
334,1,1,total,heating-local,0.0,0.0
334,1,1,total,absorption,0.017649796919388595,0.0067972737414008074
335,1,1,total,flux,0.04145327362173181,0.00039485414797603847
335,1,1,total,"(n,Xt)",0.0,0.0
335,1,1,total,heating-local,0.0,0.0
335,1,1,total,absorption,0.008969799725177221,0.0012219591215583158
336,1,1,total,flux,0.04201551065825448,0.00033128351055418056
336,1,1,total,"(n,Xt)",0.0,0.0
336,1,1,total,heating-local,0.0,0.0
336,1,1,total,absorption,0.00889702742591036,0.0007752977280913524
337,1,1,total,flux,0.04251483692783483,0.00034683542497142983
337,1,1,total,"(n,Xt)",0.0,0.0
337,1,1,total,heating-local,0.0,0.0
337,1,1,total,absorption,0.009217910551469859,0.0008664100908856007
338,1,1,total,flux,0.04311665790491369,0.00025726013298692403
338,1,1,total,"(n,Xt)",0.0,0.0
338,1,1,total,heating-local,0.0,0.0
338,1,1,total,absorption,0.00882772583951379,0.0007333795664625537
339,1,1,total,flux,0.04330263820520279,0.000332046843814936
339,1,1,total,"(n,Xt)",0.0,0.0
339,1,1,total,heating-local,0.0,0.0
339,1,1,total,absorption,0.00919045901224661,0.0012389013971354677
340,1,1,total,flux,0.04367079669100817,0.0003385679652057036
340,1,1,total,"(n,Xt)",0.0,0.0
340,1,1,total,heating-local,0.0,0.0
340,1,1,total,absorption,0.00851273263309777,0.0012967587140381113
341,1,1,total,flux,0.04391487945680691,0.0001988310668618932
341,1,1,total,"(n,Xt)",0.0,0.0
341,1,1,total,heating-local,0.0,0.0
341,1,1,total,absorption,0.00841586816174382,0.0011401345387814002
342,1,1,total,flux,0.04464639431048269,0.00021575321176238113
342,1,1,total,"(n,Xt)",0.0,0.0
342,1,1,total,heating-local,0.0,0.0
342,1,1,total,absorption,0.008385660578390255,0.0014042394088350702
343,1,1,total,flux,0.04533865271006309,0.00029552646507476044
343,1,1,total,"(n,Xt)",0.0,0.0
343,1,1,total,heating-local,0.0,0.0
343,1,1,total,absorption,0.008588788593057855,0.0013244282788909079
344,1,1,total,flux,0.04607619977402279,0.00027449924928799437
344,1,1,total,"(n,Xt)",0.0,0.0
344,1,1,total,heating-local,0.0,0.0
344,1,1,total,absorption,0.008320243590197651,0.0011108752617028995
345,1,1,total,flux,0.04675495533051677,0.0002665409252727524
345,1,1,total,"(n,Xt)",0.0,0.0
345,1,1,total,heating-local,0.0,0.0
345,1,1,total,absorption,0.007900343933430424,0.0007574829309276122
346,1,1,total,flux,0.047452598760353244,0.00032026200200955027
346,1,1,total,"(n,Xt)",0.0,0.0
346,1,1,total,heating-local,0.0,0.0
346,1,1,total,absorption,0.007999393033925072,0.0007471689816022574
347,1,1,total,flux,0.048109555272006124,0.0003631766549383487
347,1,1,total,"(n,Xt)",0.0,0.0
347,1,1,total,heating-local,0.0,0.0
347,1,1,total,absorption,0.00792227438567969,0.0010625151564249598
348,1,1,total,flux,0.04857227154321566,0.0002525928246680288
348,1,1,total,"(n,Xt)",0.0,0.0
348,1,1,total,heating-local,0.0,0.0
348,1,1,total,absorption,0.007866217031980902,0.000843821528920657
349,1,1,total,flux,0.049563736638884394,0.0002791028193233593
349,1,1,total,"(n,Xt)",0.0,0.0
349,1,1,total,heating-local,0.0,0.0
349,1,1,total,absorption,0.008385185924719511,0.0011459585682016993
350,1,1,total,flux,0.05016527842843264,0.0003079277456667494
350,1,1,total,"(n,Xt)",0.0,0.0
350,1,1,total,heating-local,0.0,0.0
350,1,1,total,absorption,0.008762725696020244,0.0014544455774317788
351,1,1,total,flux,0.05108105580538953,0.00016315138088417145
351,1,1,total,"(n,Xt)",0.0,0.0
351,1,1,total,heating-local,0.0,0.0
351,1,1,total,absorption,0.008214573886882228,0.0009961985006887834
352,1,1,total,flux,0.0520064710849283,0.0002170665980351385
352,1,1,total,"(n,Xt)",0.0,0.0
352,1,1,total,heating-local,0.0,0.0
352,1,1,total,absorption,0.00741189100412634,0.0005705847952390814
353,1,1,total,flux,0.053095190485245816,0.00031303377817613355
353,1,1,total,"(n,Xt)",0.0,0.0
353,1,1,total,heating-local,0.0,0.0
353,1,1,total,absorption,0.006828308042551188,0.0006443939814726996
354,1,1,total,flux,0.05394896322218381,0.000275603767428551
354,1,1,total,"(n,Xt)",0.0,0.0
354,1,1,total,heating-local,0.0,0.0
354,1,1,total,absorption,0.006714194717480075,0.000670857152933384
355,1,1,total,flux,0.055042035728903184,0.00021592509243781552
355,1,1,total,"(n,Xt)",0.0,0.0
355,1,1,total,heating-local,0.0,0.0
355,1,1,total,absorption,0.006980209109119775,0.0005347421335493348
356,1,1,total,flux,0.055870987324927214,0.00026049701818196195
356,1,1,total,"(n,Xt)",0.0,0.0
356,1,1,total,heating-local,0.0,0.0
356,1,1,total,absorption,0.007494843639986001,0.0006034307555361465
357,1,1,total,flux,0.05701665796621813,0.0001743244495894149
357,1,1,total,"(n,Xt)",0.0,0.0
357,1,1,total,heating-local,0.0,0.0
357,1,1,total,absorption,0.008363328822037873,0.0007832295463643842
358,1,1,total,flux,0.05836230127161509,0.00024380691497193996
358,1,1,total,"(n,Xt)",0.0,0.0
358,1,1,total,heating-local,0.0,0.0
358,1,1,total,absorption,0.007566788906665493,0.0006437647558022315
359,1,1,total,flux,0.059175718405644596,8.28870877285754e-05
359,1,1,total,"(n,Xt)",0.0,0.0
359,1,1,total,heating-local,0.0,0.0
359,1,1,total,absorption,0.007933090146261881,0.000719966045887635
360,1,1,total,flux,0.06032080218721121,0.00016876046535979478
360,1,1,total,"(n,Xt)",0.0,0.0
360,1,1,total,heating-local,0.0,0.0
360,1,1,total,absorption,0.008686818539962579,0.000835847827629924
361,1,1,total,flux,0.06215521716613957,0.00024099119151272384
361,1,1,total,"(n,Xt)",0.0,0.0
361,1,1,total,heating-local,0.0,0.0
361,1,1,total,absorption,0.022576184056789683,0.01276310489962673
362,1,1,total,flux,0.06361974743473825,0.00019240117698855237
362,1,1,total,"(n,Xt)",0.0,0.0
362,1,1,total,heating-local,0.0,0.0
362,1,1,total,absorption,0.023175829768296064,0.013596060560581966
363,1,1,total,flux,0.06520864375799158,0.0002710117934687105
363,1,1,total,"(n,Xt)",0.0,0.0
363,1,1,total,heating-local,0.0,0.0
363,1,1,total,absorption,0.022237065781790365,0.013504578804694406
364,1,1,total,flux,0.06658519518107843,0.00026290599003984087
364,1,1,total,"(n,Xt)",0.0,0.0
364,1,1,total,heating-local,0.0,0.0
364,1,1,total,absorption,0.023338419472694962,0.013231084187860396
365,1,1,total,flux,0.06839484840120469,0.00031125140504191317
365,1,1,total,"(n,Xt)",0.0,0.0
365,1,1,total,heating-local,0.0,0.0
365,1,1,total,absorption,0.022240994936890905,0.01302188172683319
366,1,1,total,flux,0.0704000060706387,0.0003499105146879996
366,1,1,total,"(n,Xt)",0.0,0.0
366,1,1,total,heating-local,0.0,0.0
366,1,1,total,absorption,0.02236138752847685,0.01293780825627847
367,1,1,total,flux,0.07227401875633256,0.00036420119866785894
367,1,1,total,"(n,Xt)",0.0,0.0
367,1,1,total,heating-local,0.0,0.0
367,1,1,total,absorption,0.02634314611643574,0.01248107296823142
368,1,1,total,flux,0.07416885361434153,0.0002464909166686953
368,1,1,total,"(n,Xt)",0.0,0.0
368,1,1,total,heating-local,0.0,0.0
368,1,1,total,absorption,0.019868202543016696,0.007904120987357157
369,1,1,total,flux,0.07663247882253185,0.0003529538627265024
369,1,1,total,"(n,Xt)",0.0,0.0
369,1,1,total,heating-local,0.0,0.0
369,1,1,total,absorption,0.02045397051308724,0.009318560715798216
370,1,1,total,flux,0.07896948163034309,0.0003786863578090342
370,1,1,total,"(n,Xt)",0.0,0.0
370,1,1,total,heating-local,0.0,0.0
370,1,1,total,absorption,0.026725628693627608,0.01683962682852049
371,1,1,total,flux,0.08141373017196457,0.0003801698460726223
371,1,1,total,"(n,Xt)",0.0,0.0
371,1,1,total,heating-local,0.0,0.0
371,1,1,total,absorption,0.020129175552234264,0.010368569397195044
372,1,1,total,flux,0.083975674876517,0.00037026175830227247
372,1,1,total,"(n,Xt)",0.0,0.0
372,1,1,total,heating-local,0.0,0.0
372,1,1,total,absorption,0.009853187739805935,0.0014943365978339418
