cell,nuclide,score,mean,std. dev.
20,Li6,"(n,Xt)",1.1638736467515864,0.0007298356733834622
20,Li7,"(n,Xt)",0.026635581023808697,9.089629627444566e-05
17,Li6,"(n,Xt)",0.13492762091271873,0.0002486903148394201
17,Li7,"(n,Xt)",0.018372368189374693,2.328722295181418e-05
