cell,nuclide,score,mean,std. dev.
10,Li6,"(n,Xt)",1.1078722179702394,0.0328205242120652
10,Li7,"(n,Xt)",0.03431781036571871,0.0026472654899480034
6,Li6,"(n,Xt)",0.12513399687024007,0.009701840226832653
6,Li7,"(n,Xt)",0.01723894237906093,0.0006159486547728199
