mesh 2,mesh 2,mesh 2,nuclide,score,mean,std. dev.
248,1,1,total,absorption,0.0003216216137476594,2.4618183399104023e-05
249,1,1,total,flux,0.011876817858984026,0.0003210602529637858
249,1,1,total,"(n,Xt)",6.881789122614253e-05,2.971255346674662e-06
249,1,1,total,heating-local,486.50673637226043,23.477407524048633
249,1,1,total,absorption,0.00030418848381537713,1.1816932415379729e-05
250,1,1,total,flux,0.012370690374445489,0.0003580235695385839
250,1,1,total,"(n,Xt)",7.053116006807145e-05,2.6653888097986685e-06
250,1,1,total,heating-local,505.13982955476786,18.681548007184798
250,1,1,total,absorption,0.00031222735339775257,2.752849630544204e-05
251,1,1,total,flux,0.01346440672599993,0.0003805690772676681
251,1,1,total,"(n,Xt)",7.790023779362249e-05,2.616927002783678e-06
251,1,1,total,heating-local,561.7807797665591,18.774454526553804
251,1,1,total,absorption,0.0003615394606856082,2.9640747894651555e-05
252,1,1,total,flux,0.014588722364879575,0.0005221569191486336
252,1,1,total,"(n,Xt)",7.933153553531434e-05,3.7266452297688824e-06
252,1,1,total,heating-local,588.8091862292549,26.89077371573028
252,1,1,total,absorption,0.0004202617073971925,2.8633520162722033e-05
253,1,1,total,flux,0.01565589327652577,0.0004443767093347941
253,1,1,total,"(n,Xt)",8.078804336238764e-05,3.2694658898140127e-06
253,1,1,total,heating-local,606.0466503021872,23.179239969546195
253,1,1,total,absorption,0.0004830952937591169,3.1497387672363456e-05
254,1,1,total,flux,0.016631046474569693,0.0005610065742937089
254,1,1,total,"(n,Xt)",8.344077717121071e-05,2.9559265358634245e-06
254,1,1,total,heating-local,637.9938044126542,24.286528914072054
254,1,1,total,absorption,0.0005216425387554212,2.885144149613849e-05
255,1,1,total,flux,0.01823225003415332,0.000557239675299903
255,1,1,total,"(n,Xt)",9.088106925738136e-05,3.4005588741580638e-06
255,1,1,total,heating-local,708.2414278395191,24.42020096290845
255,1,1,total,absorption,0.0005777437373986725,2.1841750568534895e-05
256,1,1,total,flux,0.019482818058159525,0.0006305147606888157
256,1,1,total,"(n,Xt)",8.948099538559107e-05,3.284161543533984e-06
256,1,1,total,heating-local,737.6064309653091,24.27402234155978
256,1,1,total,absorption,0.0006265967491572568,3.985894573768407e-05
257,1,1,total,flux,0.020816818668495937,0.0006258163060133677
257,1,1,total,"(n,Xt)",9.550752404518617e-05,3.4896334695079586e-06
257,1,1,total,heating-local,803.4613158118598,26.186539285301695
257,1,1,total,absorption,0.0006588756849665647,2.5017139771108368e-05
258,1,1,total,flux,0.021821426711641802,0.0005602332875587334
258,1,1,total,"(n,Xt)",9.869256935497356e-05,3.465864154205019e-06
258,1,1,total,heating-local,838.5886695112428,19.742629842926487
258,1,1,total,absorption,0.0006852819985099488,3.8364749049217394e-05
259,1,1,total,flux,0.023426536753341852,0.0005898083372637232
259,1,1,total,"(n,Xt)",0.00010591564692493713,3.3487305368674473e-06
259,1,1,total,heating-local,894.1221913540803,26.931830823578604
259,1,1,total,absorption,0.0007594430936522982,4.0199601719778597e-05
260,1,1,total,flux,0.025127983578211728,0.0005329473246915405
260,1,1,total,"(n,Xt)",0.00011363186768251878,3.3047599726469957e-06
260,1,1,total,heating-local,958.1054315651845,25.654322151721587
260,1,1,total,absorption,0.0008338713496307173,3.3691573198892315e-05
261,1,1,total,flux,0.027664913721461508,0.00046655947084429245
261,1,1,total,"(n,Xt)",0.00011896173559791932,3.6576882857571775e-06
261,1,1,total,heating-local,1037.0276639924996,26.40320142710498
261,1,1,total,absorption,0.0009681582347090356,4.8338513492656826e-05
262,1,1,total,flux,0.029951106924296172,0.0006093304576826012
262,1,1,total,"(n,Xt)",0.00012659052513177215,3.7943609180998435e-06
262,1,1,total,heating-local,1140.2589104264835,27.482925514659772
262,1,1,total,absorption,0.0010264552101367443,4.79314242880193e-05
263,1,1,total,flux,0.03213816744483221,0.0007202375092824308
263,1,1,total,"(n,Xt)",0.0001273228214023768,4.213031072600362e-06
263,1,1,total,heating-local,1213.5825670442202,31.83236070999495
263,1,1,total,absorption,0.0010903431500817727,5.897888852004936e-05
264,1,1,total,flux,0.0338195975740878,0.0006381608894705037
264,1,1,total,"(n,Xt)",8.996616924832605e-05,2.873762042035722e-06
264,1,1,total,heating-local,1293.9463871646656,21.4899790754122
264,1,1,total,absorption,0.0012597841118529448,3.711183270203014e-05
265,1,1,total,flux,0.03320756382111645,0.0006050771759147422
265,1,1,total,"(n,Xt)",5.292907532871704e-09,1.6829222357978613e-10
265,1,1,total,heating-local,1262.7387815401407,24.453357347269037
265,1,1,total,absorption,0.0009422627090932143,3.1168132606632215e-05
266,1,1,total,flux,0.03429657002142351,0.00062607383907189
266,1,1,total,"(n,Xt)",5.949462497845068e-09,1.9151727425208225e-10
266,1,1,total,heating-local,1362.6894179032479,32.89331427442999
266,1,1,total,absorption,0.0007916246762261244,3.2475155605217245e-05
267,1,1,total,flux,0.03579511421318839,0.0006530341973074621
267,1,1,total,"(n,Xt)",4.8901450640841605e-09,1.0135649223080348e-10
267,1,1,total,heating-local,1267.7418281377124,23.85811293300549
267,1,1,total,absorption,0.0027296739220662772,0.00014209671420645488
268,1,1,total,flux,0.03485699815374962,0.000599260702009171
268,1,1,total,"(n,Xt)",6.850892586515144e-10,2.065519054977814e-11
268,1,1,total,heating-local,659.7979289634552,23.097535602651707
268,1,1,total,absorption,0.0035621722606185894,0.00017346102847381816
269,1,1,total,flux,0.035677509076348826,0.0004959382388746371
269,1,1,total,"(n,Xt)",7.717631886468449e-10,2.782468927225295e-11
269,1,1,total,heating-local,713.1823807395605,22.547132570460345
269,1,1,total,absorption,0.0032966363685724698,0.00014511801406732092
270,1,1,total,flux,0.03673346757527502,0.0005279142262660937
270,1,1,total,"(n,Xt)",8.814165466424501e-10,2.8472354501650104e-11
270,1,1,total,heating-local,789.1801725822659,22.7488128431473
270,1,1,total,absorption,0.003348187177470054,9.958987564976617e-05
271,1,1,total,flux,0.03784191348018816,0.0005499736377035212
271,1,1,total,"(n,Xt)",9.95661486372374e-10,3.1257708745699663e-11
271,1,1,total,heating-local,875.5204978621929,22.66308224901544
271,1,1,total,absorption,0.003330993806855552,0.00014533430104976463
272,1,1,total,flux,0.03864199541220599,0.0006083764652504759
272,1,1,total,"(n,Xt)",1.1414401450357248e-09,3.34515471378046e-11
272,1,1,total,heating-local,963.9698097110966,18.99737575880996
272,1,1,total,absorption,0.003881599127958804,0.00016423695196010027
273,1,1,total,flux,0.03965004851720707,0.0005472309882607661
273,1,1,total,"(n,Xt)",1.2678890090236768e-09,2.9999986213519387e-11
273,1,1,total,heating-local,1069.4649541341103,11.994512250790754
273,1,1,total,absorption,0.00433281508357421,0.00016571122418950027
274,1,1,total,flux,0.04012010845294446,0.0006320697097762582
274,1,1,total,"(n,Xt)",1.4231886874357466e-09,4.026881248844296e-11
274,1,1,total,heating-local,1184.0286523895588,37.06704180073922
274,1,1,total,absorption,0.004724704010344449,0.00022196594263162282
275,1,1,total,flux,0.04130960647422002,0.0005649865326064631
275,1,1,total,"(n,Xt)",1.5917965658004121e-09,4.253067095607831e-11
275,1,1,total,heating-local,1257.0691669156288,31.31584607423443
275,1,1,total,absorption,0.005052932770730688,0.00019634202233758386
276,1,1,total,flux,0.04201818820338481,0.0008414120037643366
276,1,1,total,"(n,Xt)",1.7815453583052026e-09,3.779883687128638e-11
276,1,1,total,heating-local,1364.1423915514847,31.589893786350952
276,1,1,total,absorption,0.006302094786991006,0.00018886546723021134
277,1,1,total,flux,0.043407060211309634,0.0006506873000420208
277,1,1,total,"(n,Xt)",4.602933670415105e-05,1.3463468390452008e-06
277,1,1,total,heating-local,1835.032165582271,32.61421938656719
277,1,1,total,absorption,0.007916809189849215,0.00031061461044080914
278,1,1,total,flux,0.04434226871191046,0.0006138032423082724
278,1,1,total,"(n,Xt)",0.00013553358256417845,2.995592836163749e-06
278,1,1,total,heating-local,2562.088815647099,26.179817253057138
278,1,1,total,absorption,0.001309373264616003,4.231496878940872e-05
279,1,1,total,flux,0.04358965953703177,0.0005496571022234675
279,1,1,total,"(n,Xt)",8.629919255410895e-05,2.3191454548101433e-06
279,1,1,total,heating-local,2871.077609436431,39.702960817262976
279,1,1,total,absorption,0.001663734939306687,5.122490670676026e-05
280,1,1,total,flux,0.03910628693710137,0.0003452640364328936
280,1,1,total,"(n,Xt)",1.9711109064845086e-08,3.5288307890687864e-10
280,1,1,total,heating-local,4609.245041564616,92.10356224053388
280,1,1,total,absorption,0.008709804983103767,0.00023812857359211965
281,1,1,total,flux,0.03226822668934939,0.00026507699272452817
281,1,1,total,"(n,Xt)",0.0,0.0
281,1,1,total,heating-local,0.0,0.0
281,1,1,total,absorption,0.010740897902146739,0.0023590193746382136
282,1,1,total,flux,0.031785420034361175,0.00037796330200984296
282,1,1,total,"(n,Xt)",0.0,0.0
282,1,1,total,heating-local,0.0,0.0
282,1,1,total,absorption,0.011290191156085856,0.0026351617771849106
283,1,1,total,flux,0.031929281065379775,0.00032339291229158286
283,1,1,total,"(n,Xt)",0.0,0.0
283,1,1,total,heating-local,0.0,0.0
283,1,1,total,absorption,0.011307317179398488,0.0026815755439375424
284,1,1,total,flux,0.03208540757971887,0.0002564072463840241
284,1,1,total,"(n,Xt)",0.0,0.0
284,1,1,total,heating-local,0.0,0.0
284,1,1,total,absorption,0.011596577384807086,0.0024454991559191668
285,1,1,total,flux,0.03161816459604881,0.0002563053075004531
285,1,1,total,"(n,Xt)",0.0,0.0
285,1,1,total,heating-local,0.0,0.0
285,1,1,total,absorption,0.011722014098363447,0.002429197842548661
286,1,1,total,flux,0.03173714307161467,0.00030841025232856116
286,1,1,total,"(n,Xt)",0.0,0.0
286,1,1,total,heating-local,0.0,0.0
286,1,1,total,absorption,0.011561745635402309,0.002242648735093842
287,1,1,total,flux,0.031625941263060786,0.00037723626560522177
287,1,1,total,"(n,Xt)",0.0,0.0
287,1,1,total,heating-local,0.0,0.0
287,1,1,total,absorption,0.012358850877551595,0.0021208031204606385
288,1,1,total,flux,0.03153977858330168,0.0004036609740485917
288,1,1,total,"(n,Xt)",0.0,0.0
288,1,1,total,heating-local,0.0,0.0
288,1,1,total,absorption,0.011144736475116285,0.0019662795003697634
289,1,1,total,flux,0.03197599505627754,0.00038414423651276917
289,1,1,total,"(n,Xt)",0.0,0.0
289,1,1,total,heating-local,0.0,0.0
289,1,1,total,absorption,0.010725386983120703,0.0018934911139991799
290,1,1,total,flux,0.03198167300684736,0.0003737512099018061
290,1,1,total,"(n,Xt)",0.0,0.0
290,1,1,total,heating-local,0.0,0.0
290,1,1,total,absorption,0.010901059623911356,0.001951007958908652
291,1,1,total,flux,0.03227241708752766,0.00025982324568130804
291,1,1,total,"(n,Xt)",0.0,0.0
291,1,1,total,heating-local,0.0,0.0
291,1,1,total,absorption,0.008895861692985318,0.0009847566203279744
292,1,1,total,flux,0.03237918728563201,0.00041161469176616744
292,1,1,total,"(n,Xt)",0.0,0.0
292,1,1,total,heating-local,0.0,0.0
292,1,1,total,absorption,0.008455864136590798,0.001140685460500702
293,1,1,total,flux,0.032047289193807796,0.0003830190658070457
293,1,1,total,"(n,Xt)",0.0,0.0
293,1,1,total,heating-local,0.0,0.0
293,1,1,total,absorption,0.00847327017883565,0.0012508890187364538
294,1,1,total,flux,0.0317799158215928,0.0003383807296988734
294,1,1,total,"(n,Xt)",0.0,0.0
294,1,1,total,heating-local,0.0,0.0
294,1,1,total,absorption,0.008594458286779166,0.0013667940971220222
295,1,1,total,flux,0.031524822325143385,0.00028425988809487843
295,1,1,total,"(n,Xt)",0.0,0.0
295,1,1,total,heating-local,0.0,0.0
295,1,1,total,absorption,0.008793840682281836,0.0015198033714917357
296,1,1,total,flux,0.031714785964349845,0.00026142252895679983
296,1,1,total,"(n,Xt)",0.0,0.0
296,1,1,total,heating-local,0.0,0.0
296,1,1,total,absorption,0.010619595462161461,0.0027920752519106956
297,1,1,total,flux,0.031863573250381486,0.0002723012643964284
297,1,1,total,"(n,Xt)",0.0,0.0
297,1,1,total,heating-local,0.0,0.0
297,1,1,total,absorption,0.009155069502656139,0.001213303774947019
298,1,1,total,flux,0.032409122125903495,0.00032504130951597365
298,1,1,total,"(n,Xt)",0.0,0.0
298,1,1,total,heating-local,0.0,0.0
298,1,1,total,absorption,0.009366036419426526,0.0013472042325496831
299,1,1,total,flux,0.03219067850515583,0.0003288094016370529
299,1,1,total,"(n,Xt)",0.0,0.0
299,1,1,total,heating-local,0.0,0.0
299,1,1,total,absorption,0.010900984371764618,0.002118569499963845
300,1,1,total,flux,0.03203199560485701,0.0004227931320945959
300,1,1,total,"(n,Xt)",0.0,0.0
300,1,1,total,heating-local,0.0,0.0
300,1,1,total,absorption,0.010249520068735096,0.0012567188022870595
301,1,1,total,flux,0.03234633248810899,0.0003907998022655053
301,1,1,total,"(n,Xt)",0.0,0.0
301,1,1,total,heating-local,0.0,0.0
301,1,1,total,absorption,0.010708088760134776,0.001162505523463061
302,1,1,total,flux,0.032781017204714866,0.00035672600846640246
302,1,1,total,"(n,Xt)",0.0,0.0
302,1,1,total,heating-local,0.0,0.0
302,1,1,total,absorption,0.009487163660661015,0.0008853876764412269
303,1,1,total,flux,0.03299190327641454,0.00028953115285465373
303,1,1,total,"(n,Xt)",0.0,0.0
303,1,1,total,heating-local,0.0,0.0
303,1,1,total,absorption,0.008994696585871662,0.0008488521349482917
304,1,1,total,flux,0.03296019755749987,0.0002972122101707652
304,1,1,total,"(n,Xt)",0.0,0.0
304,1,1,total,heating-local,0.0,0.0
304,1,1,total,absorption,0.008543125979876519,0.000931955688674454
305,1,1,total,flux,0.03311648373361213,0.00017736589289118023
305,1,1,total,"(n,Xt)",0.0,0.0
305,1,1,total,heating-local,0.0,0.0
305,1,1,total,absorption,0.009647043066440769,0.001272088080461751
306,1,1,total,flux,0.03335871658868933,0.00033906359917315566
306,1,1,total,"(n,Xt)",0.0,0.0
306,1,1,total,heating-local,0.0,0.0
306,1,1,total,absorption,0.009084876248578472,0.0012311180253610707
307,1,1,total,flux,0.03310585390050885,0.000377686792565542
307,1,1,total,"(n,Xt)",0.0,0.0
307,1,1,total,heating-local,0.0,0.0
307,1,1,total,absorption,0.008105145014688536,0.0011497229930968378
308,1,1,total,flux,0.03313998614406201,0.00035672043765546855
308,1,1,total,"(n,Xt)",0.0,0.0
308,1,1,total,heating-local,0.0,0.0
308,1,1,total,absorption,0.00795437244482478,0.0011993053624396407
309,1,1,total,flux,0.03344653595795748,0.0003771077951238268
309,1,1,total,"(n,Xt)",0.0,0.0
309,1,1,total,heating-local,0.0,0.0
309,1,1,total,absorption,0.007498464556721561,0.0012884334178790329
310,1,1,total,flux,0.03380112415365132,0.0003360508903842988
310,1,1,total,"(n,Xt)",0.0,0.0
310,1,1,total,heating-local,0.0,0.0
310,1,1,total,absorption,0.00784128132528603,0.0012466508053573244
311,1,1,total,flux,0.03379236223373836,0.0003356194286518545
311,1,1,total,"(n,Xt)",0.0,0.0
311,1,1,total,heating-local,0.0,0.0
311,1,1,total,absorption,0.007834327796948789,0.0011567167959263991
312,1,1,total,flux,0.03403405681713845,0.00024323790512638193
312,1,1,total,"(n,Xt)",0.0,0.0
312,1,1,total,heating-local,0.0,0.0
312,1,1,total,absorption,0.008022047251325016,0.0010657115507481077
313,1,1,total,flux,0.03408770676754112,0.0003316059936480318
313,1,1,total,"(n,Xt)",0.0,0.0
313,1,1,total,heating-local,0.0,0.0
313,1,1,total,absorption,0.007948569959504107,0.0008974775247263626
314,1,1,total,flux,0.03424539193976998,0.0003449135394412589
314,1,1,total,"(n,Xt)",0.0,0.0
314,1,1,total,heating-local,0.0,0.0
314,1,1,total,absorption,0.009398532788798146,0.001119210210778456
315,1,1,total,flux,0.03459221689214599,0.0003185384675677133
315,1,1,total,"(n,Xt)",0.0,0.0
315,1,1,total,heating-local,0.0,0.0
315,1,1,total,absorption,0.009602966270024578,0.0013739445568820847
316,1,1,total,flux,0.035346649119502596,0.0003890606772519529
316,1,1,total,"(n,Xt)",0.0,0.0
316,1,1,total,heating-local,0.0,0.0
316,1,1,total,absorption,0.00958538438846138,0.0014333176350183443
317,1,1,total,flux,0.03546721261920177,0.00030882121649392666
317,1,1,total,"(n,Xt)",0.0,0.0
317,1,1,total,heating-local,0.0,0.0
317,1,1,total,absorption,0.008509698758795179,0.0009593931320010247
318,1,1,total,flux,0.035672231575648486,0.0003545686147054963
318,1,1,total,"(n,Xt)",0.0,0.0
318,1,1,total,heating-local,0.0,0.0
318,1,1,total,absorption,0.009229269346674196,0.001444653620009906
319,1,1,total,flux,0.03603746117938716,0.0002422272311268427
319,1,1,total,"(n,Xt)",0.0,0.0
319,1,1,total,heating-local,0.0,0.0
319,1,1,total,absorption,0.009541435092394256,0.0015725899862781504
320,1,1,total,flux,0.03575292214611967,0.00031357758449144575
320,1,1,total,"(n,Xt)",0.0,0.0
320,1,1,total,heating-local,0.0,0.0
320,1,1,total,absorption,0.009441404874258139,0.0013304008143940557
321,1,1,total,flux,0.03610167844717214,0.00036990641157233695
321,1,1,total,"(n,Xt)",0.0,0.0
321,1,1,total,heating-local,0.0,0.0
321,1,1,total,absorption,0.009652160053113656,0.0014558909944899063
322,1,1,total,flux,0.036312409131188175,0.0004244764439537883
322,1,1,total,"(n,Xt)",0.0,0.0
322,1,1,total,heating-local,0.0,0.0
322,1,1,total,absorption,0.008924653711898978,0.0007378275915921223
323,1,1,total,flux,0.03675903575683884,0.00035028485184494617
323,1,1,total,"(n,Xt)",0.0,0.0
323,1,1,total,heating-local,0.0,0.0
323,1,1,total,absorption,0.009550922823879971,0.0011783630603761387
324,1,1,total,flux,0.03720858413163126,0.0002781015701020473
324,1,1,total,"(n,Xt)",0.0,0.0
324,1,1,total,heating-local,0.0,0.0
324,1,1,total,absorption,0.018688149397010672,0.010329659766142044
325,1,1,total,flux,0.03738625361542237,0.00026318559125733333
325,1,1,total,"(n,Xt)",0.0,0.0
325,1,1,total,heating-local,0.0,0.0
325,1,1,total,absorption,0.018430146736183824,0.010329707990712627
326,1,1,total,flux,0.038081513225652744,0.0002167776096393073
326,1,1,total,"(n,Xt)",0.0,0.0
326,1,1,total,heating-local,0.0,0.0
326,1,1,total,absorption,0.018514973659528207,0.010379658960439419
327,1,1,total,flux,0.03865225114639149,0.00027268411067274596
327,1,1,total,"(n,Xt)",0.0,0.0
327,1,1,total,heating-local,0.0,0.0
327,1,1,total,absorption,0.018671911432873396,0.010530337690639078
328,1,1,total,flux,0.03857052990742833,0.00027224865272083235
328,1,1,total,"(n,Xt)",0.0,0.0
328,1,1,total,heating-local,0.0,0.0
328,1,1,total,absorption,0.018986405367980467,0.010581226249694932
329,1,1,total,flux,0.03887527872915325,0.00036918882205752264
329,1,1,total,"(n,Xt)",0.0,0.0
329,1,1,total,heating-local,0.0,0.0
329,1,1,total,absorption,0.011939103303118441,0.0036527712500536037
330,1,1,total,flux,0.03928221276539706,0.00033466650121387895
330,1,1,total,"(n,Xt)",0.0,0.0
330,1,1,total,heating-local,0.0,0.0
330,1,1,total,absorption,0.008582598711857427,0.0009718282298589131
331,1,1,total,flux,0.03976600915427288,0.0003165364113277095
331,1,1,total,"(n,Xt)",0.0,0.0
331,1,1,total,heating-local,0.0,0.0
331,1,1,total,absorption,0.008489943416905048,0.000938730625532108
332,1,1,total,flux,0.04017031407040462,0.00033560600620773686
332,1,1,total,"(n,Xt)",0.0,0.0
332,1,1,total,heating-local,0.0,0.0
332,1,1,total,absorption,0.009148459147161623,0.0006931345119197122
333,1,1,total,flux,0.04045158282435938,0.00035588429113187625
333,1,1,total,"(n,Xt)",0.0,0.0
333,1,1,total,heating-local,0.0,0.0
333,1,1,total,absorption,0.009859407696378383,0.0011464780707497305
334,1,1,total,flux,0.04106571609993322,0.000374074785551766
334,1,1,total,"(n,Xt)",0.0,0.0
334,1,1,total,heating-local,0.0,0.0
334,1,1,total,absorption,0.012306719495814664,0.0017660095545224816
335,1,1,total,flux,0.04173531250058064,0.0004213852822521806
335,1,1,total,"(n,Xt)",0.0,0.0
335,1,1,total,heating-local,0.0,0.0
335,1,1,total,absorption,0.010819266751653334,0.0014594004514303545
336,1,1,total,flux,0.04203520559575423,0.00038583665431229724
336,1,1,total,"(n,Xt)",0.0,0.0
336,1,1,total,heating-local,0.0,0.0
336,1,1,total,absorption,0.010907274873227981,0.0012156334284588474
337,1,1,total,flux,0.04266618681440274,0.00038198642300447494
337,1,1,total,"(n,Xt)",0.0,0.0
337,1,1,total,heating-local,0.0,0.0
337,1,1,total,absorption,0.010545544451736803,0.0010199609530497122
338,1,1,total,flux,0.04325348039595418,0.0003068676659929526
338,1,1,total,"(n,Xt)",0.0,0.0
338,1,1,total,heating-local,0.0,0.0
338,1,1,total,absorption,0.011621449222909003,0.0018889404752340634
339,1,1,total,flux,0.04349128015621891,0.00035273711637418974
339,1,1,total,"(n,Xt)",0.0,0.0
339,1,1,total,heating-local,0.0,0.0
339,1,1,total,absorption,0.010142907878494598,0.001175795445125243
340,1,1,total,flux,0.04384164589501903,0.00035373676415255883
340,1,1,total,"(n,Xt)",0.0,0.0
340,1,1,total,heating-local,0.0,0.0
340,1,1,total,absorption,0.01029433421386664,0.0012990388238704686
341,1,1,total,flux,0.044300987668254896,0.00024433300167626357
341,1,1,total,"(n,Xt)",0.0,0.0
341,1,1,total,heating-local,0.0,0.0
341,1,1,total,absorption,0.010295044026840594,0.0014052947768799506
342,1,1,total,flux,0.04485624483046906,0.00032338036751714157
342,1,1,total,"(n,Xt)",0.0,0.0
342,1,1,total,heating-local,0.0,0.0
342,1,1,total,absorption,0.009703551013262163,0.0012669562529357232
343,1,1,total,flux,0.045658650091531326,0.0003866518590885573
343,1,1,total,"(n,Xt)",0.0,0.0
343,1,1,total,heating-local,0.0,0.0
343,1,1,total,absorption,0.010341512838345359,0.00142357787173198
344,1,1,total,flux,0.04636260470890326,0.0003197085007524616
344,1,1,total,"(n,Xt)",0.0,0.0
344,1,1,total,heating-local,0.0,0.0
344,1,1,total,absorption,0.010073386085848816,0.0011747700833601618
345,1,1,total,flux,0.04715134176324829,0.0003840237939903059
345,1,1,total,"(n,Xt)",0.0,0.0
345,1,1,total,heating-local,0.0,0.0
345,1,1,total,absorption,0.008901463029383692,0.0007581409062728081
346,1,1,total,flux,0.04804043909445556,0.00028662658341113055
346,1,1,total,"(n,Xt)",0.0,0.0
346,1,1,total,heating-local,0.0,0.0
346,1,1,total,absorption,0.010163781593099556,0.0016825358760189728
347,1,1,total,flux,0.04864936648245252,0.00037328910397070825
347,1,1,total,"(n,Xt)",0.0,0.0
347,1,1,total,heating-local,0.0,0.0
347,1,1,total,absorption,0.008641090224169482,0.0013571376955590073
348,1,1,total,flux,0.04913909877083758,0.000329116066784144
348,1,1,total,"(n,Xt)",0.0,0.0
348,1,1,total,heating-local,0.0,0.0
348,1,1,total,absorption,0.007955245014336015,0.0011176096152303626
349,1,1,total,flux,0.04979852817891082,0.0002970973784612825
349,1,1,total,"(n,Xt)",0.0,0.0
349,1,1,total,heating-local,0.0,0.0
349,1,1,total,absorption,0.008834779806715091,0.0014637681859236544
350,1,1,total,flux,0.050504508055277786,0.00029749551675027137
350,1,1,total,"(n,Xt)",0.0,0.0
350,1,1,total,heating-local,0.0,0.0
350,1,1,total,absorption,0.00851232312950512,0.0013804667500650117
351,1,1,total,flux,0.051623203164005406,0.00022681115947086205
351,1,1,total,"(n,Xt)",0.0,0.0
351,1,1,total,heating-local,0.0,0.0
351,1,1,total,absorption,0.008463722003102966,0.0009975422435569376
352,1,1,total,flux,0.052685955395851566,0.00030852180955678096
352,1,1,total,"(n,Xt)",0.0,0.0
352,1,1,total,heating-local,0.0,0.0
352,1,1,total,absorption,0.009672418039688267,0.0011399753094118682
353,1,1,total,flux,0.053521197212735225,0.00031845303412311835
353,1,1,total,"(n,Xt)",0.0,0.0
353,1,1,total,heating-local,0.0,0.0
353,1,1,total,absorption,0.008800927602166492,0.0007323477652805853
354,1,1,total,flux,0.054394359707559126,0.00029576932297975967
354,1,1,total,"(n,Xt)",0.0,0.0
354,1,1,total,heating-local,0.0,0.0
354,1,1,total,absorption,0.008799123831164147,0.0006092412217875542
355,1,1,total,flux,0.05552612777415485,0.0002374573701308706
355,1,1,total,"(n,Xt)",0.0,0.0
355,1,1,total,heating-local,0.0,0.0
355,1,1,total,absorption,0.00920591731918074,0.0009282318997600509
356,1,1,total,flux,0.056367205300568456,0.00022700825990484887
356,1,1,total,"(n,Xt)",0.0,0.0
356,1,1,total,heating-local,0.0,0.0
356,1,1,total,absorption,0.00968196802609286,0.0010952039571948632
357,1,1,total,flux,0.057719090520737606,0.0002278835553416251
357,1,1,total,"(n,Xt)",0.0,0.0
357,1,1,total,heating-local,0.0,0.0
357,1,1,total,absorption,0.008458110906241685,0.0009665589101776005
358,1,1,total,flux,0.05897730710580179,0.00031850009044361645
358,1,1,total,"(n,Xt)",0.0,0.0
358,1,1,total,heating-local,0.0,0.0
358,1,1,total,absorption,0.009316072925349405,0.0010452713811011567
359,1,1,total,flux,0.059748403327091616,0.0002314477336186215
359,1,1,total,"(n,Xt)",0.0,0.0
359,1,1,total,heating-local,0.0,0.0
359,1,1,total,absorption,0.009746338078307907,0.0010289699321968887
360,1,1,total,flux,0.06111712558504469,0.0002974061969539858
360,1,1,total,"(n,Xt)",0.0,0.0
360,1,1,total,heating-local,0.0,0.0
360,1,1,total,absorption,0.010073857225532373,0.001126038892960019
361,1,1,total,flux,0.06245144938503551,0.00025232638581340193
361,1,1,total,"(n,Xt)",0.0,0.0
361,1,1,total,heating-local,0.0,0.0
361,1,1,total,absorption,0.008971939134627857,0.0010174906875048877
362,1,1,total,flux,0.06401638950180091,0.0002385496316299385
362,1,1,total,"(n,Xt)",0.0,0.0
362,1,1,total,heating-local,0.0,0.0
362,1,1,total,absorption,0.00834356937971363,0.0008876451499822617
363,1,1,total,flux,0.06560025029926489,0.00033407575947713827
363,1,1,total,"(n,Xt)",0.0,0.0
363,1,1,total,heating-local,0.0,0.0
363,1,1,total,absorption,0.008270454210213753,0.000788029860979471
364,1,1,total,flux,0.06673180780949847,0.00034553236130364457
364,1,1,total,"(n,Xt)",0.0,0.0
364,1,1,total,heating-local,0.0,0.0
364,1,1,total,absorption,0.008458866995708523,0.0007467991564225264
365,1,1,total,flux,0.06845060840352649,0.00035920685948908823
365,1,1,total,"(n,Xt)",0.0,0.0
365,1,1,total,heating-local,0.0,0.0
365,1,1,total,absorption,0.009770599931403102,0.0016497487810322104
366,1,1,total,flux,0.07059326217661915,0.0003147251710619799
366,1,1,total,"(n,Xt)",0.0,0.0
366,1,1,total,heating-local,0.0,0.0
366,1,1,total,absorption,0.008864962510388213,0.0008905172112376825
367,1,1,total,flux,0.07206368062463558,0.00027032941464864
367,1,1,total,"(n,Xt)",0.0,0.0
367,1,1,total,heating-local,0.0,0.0
367,1,1,total,absorption,0.011968343103098179,0.002822440118873616
368,1,1,total,flux,0.07388334736184923,0.00024302927222308706
368,1,1,total,"(n,Xt)",0.0,0.0
368,1,1,total,heating-local,0.0,0.0
368,1,1,total,absorption,0.011216342087218192,0.001358490180906455
369,1,1,total,flux,0.07616896573689727,0.0003181951526557657
369,1,1,total,"(n,Xt)",0.0,0.0
369,1,1,total,heating-local,0.0,0.0
369,1,1,total,absorption,0.010153109790222771,0.001065713698209983
370,1,1,total,flux,0.0786508484431444,0.00033939069972963455
370,1,1,total,"(n,Xt)",0.0,0.0
370,1,1,total,heating-local,0.0,0.0
370,1,1,total,absorption,0.012126475391084756,0.0019286157106924845
371,1,1,total,flux,0.08106868212126601,0.00045706471062168175
371,1,1,total,"(n,Xt)",0.0,0.0
371,1,1,total,heating-local,0.0,0.0
371,1,1,total,absorption,0.012786276156943685,0.0022680555345383907
