cell,nuclide,score,mean,std. dev.
10,Li6,"(n,Xt)",1.1634652726582968,0.0015270495764434114
10,Li7,"(n,Xt)",0.02706748086721806,9.44342672915799e-05
6,Li6,"(n,Xt)",0.13539090150500926,0.00023905639420902582
6,Li7,"(n,Xt)",0.018561251628947933,2.216882480434895e-05
